ID,Product_Name,Brand,Category,Price_USD,Rating,Number_of_Reviews,Brand_encoded,Category_encoded,Price_USD_scaled,Rating_scaled
7599,Ultra Eyeliner,Farsali,Serum,65.45,3.0,4472,11,22,-0.3634532960874705,-0.0019920262264834687
7600,Divine Bronzer,Morphe,Eye Shadow,24.21,3.0,9704,25,8,-1.3842040240613642,-0.0019920262264834687
7601,Magic Makeup Remover,Kiehl’s,Blush,115.97,3.0,5349,20,1,0.8869910971530993,-0.0019920262264834687
7602,Ultra Exfoliator,Drunk Elephant,BB Cream,28.82,3.0,5927,9,0,-1.2700997356045347,-0.0019920262264834687
7603,Ultra Moisturizer,Bobby Brown,Foundation,68.37,3.0,3347,3,12,-0.2911789962406284,-0.0019920262264834687
7604,Super Eyeliner,Bourjois,Face Oil,122.58,3.0,2061,4,11,1.0505983307105056,-0.0019920262264834687
7605,Magic Makeup Remover,KVD Beauty,Setting Spray,64.39,3.0,2038,19,23,-0.3896898569907763,-0.0019920262264834687
7606,Super Exfoliator,Hourglass,Bronzer,38.59,3.0,3933,14,2,-1.028277848788217,-0.0019920262264834687
7607,Magic Makeup Remover,Patrick Ta,Bronzer,36.04,3.0,3061,29,2,-1.0913941037914525,-0.0019920262264834687
7608,Perfect Serum,Hourglass,Lip Liner,149.0,3.0,232,14,15,1.7045322354891252,-0.0019920262264834687
7609,Divine Face Mask,Becca,Lip Gloss,130.15,3.0,5105,1,14,1.237966977916189,-0.0019920262264834687
7610,Ultra Eyeliner,Laura Mercier,Lip Liner,45.6,3.0,4913,22,15,-0.8547700262106953,-0.0019920262264834687
7611,Super Contour,RMS Beauty,Bronzer,91.02,3.0,7174,31,2,0.26944185702340373,-0.0019920262264834687
7612,Divine Cleanser,ColourPop,Exfoliator,12.85,3.0,3208,7,7,-1.6653807522326407,-0.0019920262264834687
7613,Magic Contour,Farsali,Eye Shadow,119.1,3.0,3743,11,8,0.964463206235502,-0.0019920262264834687
7614,Magic Face Oil,Glossier,Lip Gloss,21.95,3.0,3552,13,14,-1.4401423520250158,-0.0019920262264834687
7615,Magic Concealer,KVD Beauty,Setting Spray,130.3,3.0,5581,19,23,1.2416796987987324,-0.0019920262264834687
7616,Magic Concealer,NARS,Powder,47.63,3.0,7477,26,20,-0.8045245369336098,-0.0019920262264834687
7617,Magic Makeup Remover,Fenty Beauty,Eye Shadow,50.02,3.0,2452,12,8,-0.7453685175384206,-0.0019920262264834687
7618,Magic Highlighter,Anastasia Beverly Hills,Face Mask,126.96,3.0,7663,0,10,1.1590097804807689,-0.0019920262264834687
7619,Super Lipstick,NARS,Cleanser,20.6,3.0,7405,26,4,-1.4735568399679053,-0.0019920262264834687
7620,Perfect Face Oil,Bite Beauty,Face Oil,128.79,3.0,224,2,11,1.2043049752477966,-0.0019920262264834687
7621,Perfect Eye Shadow,Pat McGrath Labs,Eye Shadow,76.49,3.0,7180,28,8,-0.09019703913228679,-0.0019920262264834687
7622,Divine Mascara,Milk Makeup,Highlighter,48.25,3.0,910,24,13,-0.7891786239524311,-0.0019920262264834687
7623,Divine Exfoliator,Drunk Elephant,Contour,137.47,3.0,6326,9,6,1.4191477569843,-0.0019920262264834687
7624,Ultra Makeup Remover,Juvia’s Place,Exfoliator,94.72,3.0,584,18,7,0.36102230545947084,-0.0019920262264834687
7625,Divine Lip Gloss,Anastasia Beverly Hills,Face Mask,51.74,3.0,7921,0,10,-0.7027959847519245,-0.0019920262264834687
7626,Ultra Foundation,Morphe,Concealer,38.84,3.0,1876,25,5,-1.022089980650645,-0.0019920262264834687
7627,Super Bronzer,KVD Beauty,Lip Liner,75.33,3.0,2357,19,15,-0.11890874729062124,-0.0019920262264834687
7628,Super Blush,Danessa Myricks,Moisturizer,22.17,3.0,9447,8,19,-1.4346970280639526,-0.0019920262264834687
7629,Magic Lipstick,NARS,Mascara,57.38,3.0,8195,26,18,-0.5631976795682979,-0.0019920262264834687
7630,Perfect Eye Shadow,Clinique,Eyeliner,18.16,3.0,6573,6,9,-1.533950432990609,-0.0019920262264834687
7631,Magic Blush,Rare Beauty,Contour,106.57,3.0,2646,32,6,0.6543272551803883,-0.0019920262264834687
7632,Ultra Lip Gloss,Kylie Cosmetics,Blush,120.43,3.0,648,21,1,0.9973826647273858,-0.0019920262264834687
7633,Magic Foundation,Clinique,Lip Liner,105.36,3.0,8766,6,15,0.6243779733945395,-0.0019920262264834687
7634,Ultra Makeup Remover,Bobby Brown,Lip Gloss,139.85,3.0,3390,3,14,1.4780562616539863,-0.0019920262264834687
7635,Magic Lip Gloss,Make Up For Ever,Face Oil,125.64,3.0,8517,23,11,1.1263378367143881,-0.0019920262264834687
7636,Ultra Moisturizer,Charlotte Tilbury,Lip Gloss,121.27,3.0,6661,5,14,1.0181739016696278,-0.0019920262264834687
7637,Magic Highlighter,Fenty Beauty,Primer,128.37,3.0,7512,12,21,1.1939093567766756,-0.0019920262264834687
7638,Ultra Eyeliner,Ilia Beauty,Lip Liner,96.92,3.0,2238,17,15,0.4154755450701054,-0.0019920262264834687
7639,Super Lip Gloss,IT Cosmetics,Lip Liner,29.37,3.0,6315,16,15,-1.256486425701876,-0.0019920262264834687
7640,Magic BB Cream,Rare Beauty,Concealer,83.64,3.0,7759,32,5,0.08677598960227542,-0.0019920262264834687
7641,Ultra Serum,Natasha Denona,Moisturizer,134.93,3.0,8266,27,19,1.3562790167065677,-0.0019920262264834687
7642,Divine Lip Liner,Ilia Beauty,Moisturizer,123.91,3.0,7125,17,19,1.0835177892023893,-0.0019920262264834687
7643,Perfect Concealer,Kylie Cosmetics,Powder,120.08,3.0,8466,21,20,0.9887196493347846,-0.0019920262264834687
7644,Perfect Mascara,Juvia’s Place,Face Mask,34.35,3.0,6625,18,10,-1.1332240924014398,-0.0019920262264834687
7645,Super Mascara,Kylie Cosmetics,Mascara,77.14,3.0,4045,21,18,-0.07410858197459919,-0.0019920262264834687
7646,Ultra Exfoliator,Too Faced,Mascara,55.58,3.0,9844,37,18,-0.6077503301588172,-0.0019920262264834687
7647,Ultra Face Oil,Tarte,Primer,65.13,2.9,2612,35,21,-0.371373767303563,-0.08760919928450701
7648,Magic Mascara,Bourjois,Cleanser,97.75,2.9,3341,4,4,0.43601926728684476,-0.08760919928450701
7649,Super Contour,Sisley,Concealer,128.12,2.9,2377,34,5,1.1877214886391037,-0.08760919928450701
7650,Divine Moisturizer,E.l.f.,Highlighter,40.73,2.9,4891,10,13,-0.9753096975305999,-0.08760919928450701
7651,Ultra BB Cream,RMS Beauty,Face Oil,148.16,2.9,4420,31,11,1.683740998546883,-0.08760919928450701
7652,Magic Foundation,RMS Beauty,Bronzer,120.89,2.9,2995,31,2,1.0087683421005182,-0.08760919928450701
7653,Perfect CC Cream,Perricone MD,CC Cream,126.55,2.9,7858,30,3,1.1488616767351505,-0.08760919928450701
7654,Divine Blush,Yves Saint Laurent,BB Cream,77.03,2.9,1123,39,0,-0.0768312439551309,-0.08760919928450701
7655,Magic Concealer,Sisley,Primer,53.15,2.9,2866,34,21,-0.6678964084560179,-0.08760919928450701
7656,Divine Contour,Perricone MD,Setting Spray,130.81,2.9,8306,30,23,1.2543029497993794,-0.08760919928450701
7657,Ultra Moisturizer,Pat McGrath Labs,BB Cream,39.24,2.9,1184,28,0,-1.0121893916305296,-0.08760919928450701
7658,Perfect Concealer,E.l.f.,Primer,40.15,2.9,4177,10,21,-0.9896655516097672,-0.08760919928450701
7659,Super Foundation,IT Cosmetics,Foundation,140.17,2.9,7019,16,12,1.4859767328700784,-0.08760919928450701
7660,Divine Foundation,Sisley,Highlighter,80.06,2.9,2600,34,13,-0.0018342821277570107,-0.08760919928450701
7661,Perfect Lip Liner,Anastasia Beverly Hills,Lip Gloss,90.15,2.9,1370,0,14,0.24790807590465302,-0.08760919928450701
7662,Divine CC Cream,Natasha Denona,Contour,39.64,2.9,1577,27,6,-1.0022888026104142,-0.08760919928450701
7663,Super Face Mask,Rare Beauty,CC Cream,17.01,2.9,7265,32,3,-1.5624146264234406,-0.08760919928450701
7664,Divine Moisturizer,Too Faced,Face Oil,146.45,2.9,380,37,11,1.6414159804858897,-0.08760919928450701
7665,Perfect Bronzer,Glossier,Face Mask,142.96,2.9,7677,13,10,1.5550333412853836,-0.08760919928450701
7666,Super BB Cream,KVD Beauty,CC Cream,28.56,2.9,9292,19,3,-1.2765351184676097,-0.08760919928450701
7667,Divine Moisturizer,Kiehl’s,Exfoliator,39.74,2.9,2413,20,7,-0.9998136553553854,-0.08760919928450701
7668,Perfect Eye Shadow,Bite Beauty,Eyeliner,109.41,2.9,8066,2,9,0.7246214372232074,-0.08760919928450701
7669,Divine BB Cream,Clinique,Bronzer,22.46,2.9,6642,6,2,-1.4275191010243689,-0.08760919928450701
7670,Magic Concealer,Urban Decay,Primer,53.56,2.9,4503,38,21,-0.6577483047103996,-0.08760919928450701
7671,Super Concealer,Morphe,Setting Spray,124.97,2.9,7505,25,23,1.109754350105695,-0.08760919928450701
7672,Ultra Lip Gloss,IT Cosmetics,Makeup Remover,63.52,2.9,4068,16,17,-0.4112236381095271,-0.08760919928450701
7673,Magic Eyeliner,Kiehl’s,Face Mask,111.54,2.9,2847,20,10,0.7773420737553219,-0.08760919928450701
7674,Perfect Lip Gloss,Sisley,Eyeliner,90.63,2.9,8340,34,9,0.2597887827287912,-0.08760919928450701
7675,Divine Makeup Remover,RMS Beauty,CC Cream,87.58,2.9,5750,31,3,0.18429679145041167,-0.08760919928450701
7676,Magic Exfoliator,Sisley,Serum,133.46,2.9,186,34,22,1.3198943520576436,-0.08760919928450701
7677,Divine Eye Shadow,Morphe,Face Oil,118.62,2.9,81,25,11,0.9525824994113637,-0.08760919928450701
7678,Perfect Serum,KVD Beauty,Eyeliner,33.02,2.9,5693,19,9,-1.1661435508933233,-0.08760919928450701
7679,Super Contour,Juvia’s Place,Moisturizer,17.71,2.9,4718,18,19,-1.5450885956382387,-0.08760919928450701
7680,Ultra Powder,Bite Beauty,Face Mask,53.1,2.9,9466,2,10,-0.6691339820835323,-0.08760919928450701
7681,Super Foundation,NARS,Lip Liner,125.09,2.9,934,26,15,1.1127245268117296,-0.08760919928450701
7682,Perfect Lipstick,E.l.f.,Bronzer,58.63,2.9,8651,10,2,-0.5322583388804374,-0.08760919928450701
7683,Ultra BB Cream,Perricone MD,BB Cream,116.61,2.9,1172,30,0,0.9028320395852839,-0.08760919928450701
7684,Divine Setting Spray,Natasha Denona,Mascara,24.69,2.9,668,27,18,-1.3723233172372258,-0.08760919928450701
7685,Super Lipstick,RMS Beauty,Cleanser,78.49,2.9,1224,31,4,-0.04069409403170998,-0.08760919928450701
7686,Ultra Moisturizer,Glossier,Highlighter,91.45,2.9,4579,13,13,0.28008499022002786,-0.08760919928450701
7687,Super Moisturizer,Milk Makeup,Eye Shadow,76.0,2.9,7008,24,8,-0.10232526068192797,-0.08760919928450701
7688,Magic Lipstick,E.l.f.,Serum,44.54,2.9,5939,10,22,-0.881006587114001,-0.08760919928450701
7689,Perfect Lipstick,RMS Beauty,Makeup Remover,68.11,2.9,2824,31,17,-0.2976143791037035,-0.08760919928450701
7690,Divine Eye Shadow,Patrick Ta,Bronzer,54.25,2.9,9935,29,2,-0.6406697886507007,-0.08760919928450701
7691,Magic Mascara,Anastasia Beverly Hills,Bronzer,113.48,2.9,9905,0,2,0.8253599305028814,-0.08760919928450701
7692,Divine Primer,Juvia’s Place,Eye Shadow,29.58,2.9,5784,18,8,-1.2512886164663155,-0.08760919928450701
7693,Magic Powder,Make Up For Ever,Powder,72.64,2.9,5395,23,20,-0.18549020845089698,-0.08760919928450701
7694,Magic BB Cream,Kylie Cosmetics,CC Cream,75.54,2.9,2538,21,3,-0.11371093805506048,-0.08760919928450701
7695,Divine Lip Gloss,Glossier,Makeup Remover,134.82,2.9,5719,13,17,1.3535563547260356,-0.08760919928450701
7696,Super Lip Gloss,Pat McGrath Labs,Eye Shadow,37.59,2.9,8049,28,8,-1.0530293213385054,-0.08760919928450701
7697,Ultra CC Cream,Tatcha,Exfoliator,39.86,2.9,4408,36,7,-0.9968434786493507,-0.08760919928450701
7698,Divine Foundation,Tarte,Makeup Remover,44.93,2.9,2577,35,17,-0.8713535128193886,-0.08760919928450701
7699,Divine Face Oil,Charlotte Tilbury,Face Mask,101.39,2.9,8800,5,10,0.5261146273698946,-0.08760919928450701
7700,Super Cleanser,ColourPop,Primer,29.26,2.9,3726,7,21,-1.2592090876824076,-0.08760919928450701
7701,Magic Serum,Danessa Myricks,Primer,93.78,2.9,8945,8,21,0.33775592126219983,-0.08760919928450701
7702,Divine Highlighter,Too Faced,Highlighter,22.25,2.9,5903,37,13,-1.4327169102599295,-0.08760919928450701
7703,Magic Concealer,Make Up For Ever,Serum,24.38,2.9,4199,23,22,-1.3799962737278153,-0.08760919928450701
7704,Magic Makeup Remover,IT Cosmetics,Lip Gloss,45.95,2.9,2642,16,14,-0.8461070108180944,-0.08760919928450701
7705,Super Powder,Natasha Denona,Face Oil,141.49,2.9,3751,27,11,1.5186486766364595,-0.08760919928450701
7706,Perfect Exfoliator,NARS,Setting Spray,71.06,2.9,3295,26,23,-0.22459753508035263,-0.08760919928450701
7707,Ultra Makeup Remover,Yves Saint Laurent,Bronzer,93.67,2.9,1507,39,2,0.3350332592816681,-0.08760919928450701
7708,Magic Face Oil,Laura Mercier,Eye Shadow,84.5,2.9,2929,22,8,0.10806225599552344,-0.08760919928450701
7709,Perfect Setting Spray,Too Faced,Lip Liner,106.23,2.9,5331,37,15,0.6459117545132905,-0.08760919928450701
7710,Perfect Lip Gloss,Perricone MD,Powder,124.62,2.9,9968,30,20,1.1010913347130942,-0.08760919928450701
7711,Magic Blush,Drunk Elephant,Setting Spray,26.38,2.9,6379,9,23,-1.3304933286272385,-0.08760919928450701
7712,Magic Primer,KVD Beauty,Mascara,107.65,2.9,4791,19,18,0.6810588455347001,-0.08760919928450701
7713,Ultra Primer,Hourglass,Face Mask,143.11,2.9,6011,14,10,1.558746062167927,-0.08760919928450701
7714,Divine Setting Spray,Becca,Concealer,49.55,2.9,5484,1,5,-0.7570017096370563,-0.08760919928450701
7715,Divine Concealer,Perricone MD,Setting Spray,104.89,2.9,5825,30,23,0.6127447812959039,-0.08760919928450701
7716,Super Eyeliner,NARS,Cleanser,103.32,2.9,4717,26,4,0.573884969391951,-0.08760919928450701
7717,Divine Bronzer,Huda Beauty,Makeup Remover,143.01,2.9,6218,15,17,1.5562709149128975,-0.08760919928450701
7718,Super Setting Spray,Make Up For Ever,BB Cream,12.01,2.9,2463,23,0,-1.6861719891748825,-0.08760919928450701
7719,Ultra Foundation,Make Up For Ever,Serum,98.05,2.9,6733,23,22,0.4434447090519312,-0.08760919928450701
7720,Ultra Lip Liner,Farsali,Mascara,45.22,2.9,1786,11,18,-0.8641755857798049,-0.08760919928450701
7721,Perfect Foundation,Natasha Denona,Powder,85.62,2.9,2739,27,20,0.13578390525184655,-0.08760919928450701
7722,Perfect Foundation,Yves Saint Laurent,Eyeliner,53.39,2.9,3092,39,9,-0.6619560550439487,-0.08760919928450701
7723,Magic Primer,Patrick Ta,Eye Shadow,51.51,2.9,3607,29,8,-0.708488823438491,-0.08760919928450701
7724,Perfect Lipstick,Huda Beauty,Highlighter,117.16,2.9,2893,15,13,0.9164453494879425,-0.08760919928450701
7725,Magic CC Cream,Kylie Cosmetics,Exfoliator,35.39,2.9,6844,21,7,-1.1074825609491399,-0.08760919928450701
7726,Divine CC Cream,Shiseido,Foundation,16.83,2.9,3446,33,12,-1.5668698914824926,-0.08760919928450701
7727,Super Setting Spray,KVD Beauty,Face Mask,92.89,2.9,8071,19,10,0.31572711069244314,-0.08760919928450701
7728,Divine Bronzer,Natasha Denona,CC Cream,32.66,2.9,1733,27,3,-1.1750540810114274,-0.08760919928450701
7729,Super Eyeliner,RMS Beauty,Face Oil,24.43,2.9,8371,31,11,-1.3787587001003008,-0.08760919928450701
7730,Super CC Cream,ColourPop,Concealer,47.87,2.9,3554,7,5,-0.7985841835215407,-0.08760919928450701
7731,Divine Face Mask,Hourglass,Makeup Remover,39.26,2.9,4688,14,17,-1.0116943621795238,-0.08760919928450701
7732,Ultra Cleanser,KVD Beauty,Powder,11.74,2.9,2862,19,20,-1.6928548867634607,-0.08760919928450701
7733,Magic Serum,ColourPop,Face Oil,146.36,2.9,9076,7,11,1.6391883479563643,-0.08760919928450701
7734,Magic Setting Spray,Tarte,Eye Shadow,26.31,2.9,4781,35,8,-1.3322259317057585,-0.08760919928450701
7735,Perfect Moisturizer,ColourPop,Cleanser,50.16,2.9,8411,7,4,-0.7419033113813803,-0.08760919928450701
7736,Ultra Lip Gloss,ColourPop,Face Oil,71.42,2.9,4479,7,11,-0.2156870049622488,-0.08760919928450701
7737,Ultra Concealer,Make Up For Ever,Setting Spray,24.19,2.9,9098,23,23,-1.38469905351237,-0.08760919928450701
7738,Perfect Mascara,Hourglass,Eye Shadow,12.62,2.9,576,14,8,-1.6710735909192067,-0.08760919928450701
7739,Perfect Eyeliner,Hourglass,Blush,24.36,2.9,7433,14,1,-1.380491303178821,-0.08760919928450701
7740,Magic Powder,Yves Saint Laurent,BB Cream,74.44,2.9,1414,39,0,-0.14093755786037793,-0.08760919928450701
7741,Magic Moisturizer,Too Faced,Concealer,111.7,2.9,8645,37,5,0.781302309363368,-0.08760919928450701
7742,Divine Serum,Yves Saint Laurent,CC Cream,38.34,2.9,2630,39,3,-1.0344657169257891,-0.08760919928450701
7743,Ultra Cleanser,Hourglass,Cleanser,109.68,2.9,3931,14,4,0.7313043348117855,-0.08760919928450701
7744,Divine Eyeliner,E.l.f.,CC Cream,19.95,2.9,7384,10,3,-1.4896452971255927,-0.08760919928450701
7745,Divine Contour,Hourglass,Blush,81.42,2.9,2686,14,1,0.0318277205406352,-0.08760919928450701
7746,Ultra Mascara,Clinique,BB Cream,57.87,2.9,9616,6,0,-0.5510694580186567,-0.08760919928450701
7747,Ultra Eye Shadow,Rare Beauty,BB Cream,106.83,2.9,5402,32,0,0.6607626380434634,-0.08760919928450701
7748,Ultra Cleanser,Kiehl’s,Eyeliner,67.94,2.9,7337,20,9,-0.30182212943725256,-0.08760919928450701
7749,Ultra Bronzer,Rare Beauty,Concealer,126.8,2.9,6602,32,5,1.1550495448727227,-0.08760919928450701
7750,Perfect Concealer,Huda Beauty,Moisturizer,94.83,2.9,3719,15,19,0.36374496744000256,-0.08760919928450701
7751,Divine Face Mask,ColourPop,BB Cream,101.71,2.9,6272,7,0,0.5340350985859866,-0.08760919928450701
7752,Perfect Lipstick,Farsali,Powder,139.33,2.9,1925,11,20,1.4651854959278368,-0.08760919928450701
7753,Super Eye Shadow,NARS,Eyeliner,43.95,2.9,4070,26,9,-0.8956099559186711,-0.08760919928450701
7754,Super BB Cream,Bobby Brown,Blush,39.2,2.9,4870,3,1,-1.013179450532541,-0.08760919928450701
7755,Ultra Concealer,Shiseido,Contour,59.91,2.9,4798,33,6,-0.5005764540160684,-0.08760919928450701
7756,Magic Setting Spray,Too Faced,Lip Liner,112.05,2.9,1794,37,15,0.7899653247559688,-0.08760919928450701
7757,Magic Bronzer,Juvia’s Place,Primer,56.0,2.9,2426,18,21,-0.5973547116876959,-0.08760919928450701
7758,Perfect Moisturizer,Charlotte Tilbury,Concealer,31.77,2.9,5373,5,5,-1.197082891581184,-0.08760919928450701
7759,Ultra Exfoliator,Danessa Myricks,CC Cream,11.87,2.9,542,8,3,-1.689637195331923,-0.08760919928450701
7760,Perfect Moisturizer,Natasha Denona,Serum,14.12,2.9,2284,27,22,-1.633946382093774,-0.08760919928450701
7761,Magic Face Oil,E.l.f.,Face Mask,65.71,2.9,5272,10,10,-0.35701791322439574,-0.08760919928450701
7762,Magic Cleanser,Bourjois,Setting Spray,71.98,2.9,4576,4,23,-0.20182618033408725,-0.08760919928450701
7763,Super Eye Shadow,Anastasia Beverly Hills,Primer,106.5,2.9,5554,0,21,0.6525946521018683,-0.08760919928450701
7764,Super Makeup Remover,Juvia’s Place,Contour,39.65,2.9,575,18,6,-1.0020412878849114,-0.08760919928450701
7765,Super Mascara,Patrick Ta,Serum,139.05,2.9,3416,29,22,1.458255083613756,-0.08760919928450701
7766,Divine Bronzer,Sisley,Moisturizer,32.27,2.9,4938,34,19,-1.1847071553060395,-0.08760919928450701
7767,Super Eyeliner,IT Cosmetics,Foundation,76.67,2.9,4539,16,12,-0.0857417740732347,-0.08760919928450701
7768,Perfect Powder,Danessa Myricks,Contour,69.06,2.9,9773,8,6,-0.2741004801809294,-0.08760919928450701
7769,Magic Serum,Make Up For Ever,CC Cream,85.36,2.9,5751,23,3,0.12934852238877145,-0.08760919928450701
7770,Divine Lip Liner,RMS Beauty,Bronzer,32.81,2.9,6303,31,2,-1.171341360128884,-0.08760919928450701
7771,Magic Lipstick,Becca,Lip Liner,113.54,2.9,944,1,15,0.8268450188558988,-0.08760919928450701
7772,Super Face Mask,NARS,Highlighter,58.65,2.9,9212,26,13,-0.5317633094294317,-0.08760919928450701
7773,Super CC Cream,Natasha Denona,Setting Spray,53.16,2.9,7197,27,23,-0.6676488937305152,-0.08760919928450701
7774,Super Face Mask,Natasha Denona,Foundation,105.21,2.9,3714,27,12,0.620665252511996,-0.08760919928450701
7775,Divine CC Cream,Kylie Cosmetics,Serum,10.86,2.9,6382,21,22,-1.7146361826077143,-0.08760919928450701
7776,Ultra Powder,E.l.f.,Contour,143.42,2.9,7144,10,6,1.5664190186585156,-0.08760919928450701
7777,Divine Setting Spray,Morphe,Exfoliator,45.12,2.9,3463,25,7,-0.8666507330348339,-0.08760919928450701
7778,Super Mascara,Pat McGrath Labs,Exfoliator,32.37,2.9,2567,28,7,-1.182232008051011,-0.08760919928450701
7779,Divine Blush,Bourjois,Concealer,97.35,2.9,4795,4,5,0.4261186782667292,-0.08760919928450701
7780,Super Setting Spray,Shiseido,Eyeliner,96.37,2.9,1498,33,9,0.40186223516744685,-0.08760919928450701
7781,Magic Concealer,IT Cosmetics,Powder,112.15,2.9,7976,16,20,0.7924404720109979,-0.08760919928450701
7782,Perfect Foundation,KVD Beauty,Concealer,10.94,2.9,2371,19,5,-1.7126560648036913,-0.08760919928450701
7783,Magic Face Oil,Rare Beauty,Highlighter,48.4,2.9,2326,32,13,-0.7854659030698878,-0.08760919928450701
7784,Magic Mascara,Shiseido,Lip Liner,78.34,2.9,1508,33,15,-0.04440681491425303,-0.08760919928450701
7785,Magic Bronzer,Drunk Elephant,Foundation,57.93,2.9,2850,9,12,-0.5495843696656394,-0.08760919928450701
7786,Perfect Concealer,Sisley,Exfoliator,136.09,2.9,7739,34,7,1.384990724864902,-0.08760919928450701
7787,Ultra Lip Liner,Becca,Bronzer,109.46,2.9,6432,1,2,0.7258590108507218,-0.08760919928450701
7788,Super Setting Spray,Ilia Beauty,Cleanser,66.1,2.9,3168,17,4,-0.34736483892978326,-0.08760919928450701
7789,Super BB Cream,Rare Beauty,Bronzer,18.1,2.9,4853,32,2,-1.5354355213436264,-0.08760919928450701
7790,Super Powder,Tarte,Highlighter,130.58,2.9,1049,35,13,1.2486101111128132,-0.08760919928450701
7791,Ultra Highlighter,RMS Beauty,Cleanser,97.73,2.9,6731,31,4,0.43552423783583905,-0.08760919928450701
7792,Super Highlighter,Too Faced,Makeup Remover,144.5,2.9,2756,37,17,1.5931506090128276,-0.08760919928450701
7793,Perfect Bronzer,Morphe,Makeup Remover,34.22,2.9,4609,25,17,-1.1364417838329774,-0.08760919928450701
7794,Perfect Concealer,Ilia Beauty,Powder,76.37,2.9,9584,17,20,-0.09316721583832115,-0.08760919928450701
7795,Super Blush,Bourjois,Eyeliner,51.77,2.9,3956,4,9,-0.7020534405754159,-0.08760919928450701
7796,Magic Powder,Kylie Cosmetics,Contour,57.02,2.9,6956,21,6,-0.5721082096864017,-0.08760919928450701
7797,Divine Cleanser,Becca,Eye Shadow,62.69,2.9,5063,1,8,-0.4317673603262666,-0.08760919928450701
7798,Divine Powder,Glossier,Mascara,133.05,2.9,3436,13,18,1.3097462483120255,-0.08760919928450701
7799,Super Eye Shadow,Clinique,Cleanser,10.61,2.9,9735,6,4,-1.7208240507452865,-0.08760919928450701
7800,Ultra Lip Liner,Too Faced,Lip Gloss,47.87,2.9,8977,37,14,-0.7985841835215407,-0.08760919928450701
7801,Divine Primer,Juvia’s Place,Moisturizer,134.77,2.9,4812,18,19,1.3523187810985215,-0.08760919928450701
7802,Ultra Bronzer,Tatcha,Highlighter,110.17,2.9,8830,36,13,0.7434325563614267,-0.08760919928450701
7803,Divine Lipstick,Urban Decay,Foundation,57.97,2.9,9281,38,12,-0.5485943107636279,-0.08760919928450701
7804,Super Primer,KVD Beauty,Lip Liner,116.02,2.9,5726,19,15,0.8882286707806137,-0.08760919928450701
7805,Perfect Eye Shadow,Laura Mercier,Face Oil,27.92,2.9,9352,22,11,-1.2923760608997943,-0.08760919928450701
7806,Ultra Cleanser,Shiseido,CC Cream,24.21,2.9,6649,33,3,-1.3842040240613642,-0.08760919928450701
7807,Magic Blush,Farsali,Setting Spray,15.72,2.9,3386,11,23,-1.5943440260133128,-0.08760919928450701
7808,Super Lip Gloss,Glossier,Foundation,58.21,2.9,839,13,12,-0.5426539573515586,-0.08760919928450701
7809,Perfect Lip Liner,Morphe,Lipstick,23.24,2.9,7651,25,16,-1.408212952435144,-0.08760919928450701
7810,Ultra Highlighter,Becca,Lipstick,46.93,2.9,6537,1,16,-0.8218505677188118,-0.08760919928450701
7811,Super CC Cream,Make Up For Ever,Lipstick,58.53,2.9,7877,23,16,-0.5347334861354663,-0.08760919928450701
7812,Divine Highlighter,Danessa Myricks,Lipstick,30.54,2.9,9496,8,16,-1.2275272028180386,-0.08760919928450701
7813,Divine Highlighter,RMS Beauty,Exfoliator,134.99,2.9,770,31,7,1.357764105059585,-0.08760919928450701
7814,Magic Makeup Remover,Tatcha,Lipstick,121.94,2.9,6482,36,16,1.034757388278321,-0.08760919928450701
7815,Divine Setting Spray,IT Cosmetics,Lipstick,99.49,2.9,2521,16,16,0.47908682952434645,-0.08760919928450701
7816,Ultra Foundation,NARS,Lipstick,96.81,2.9,2389,26,16,0.4127528830895737,-0.08760919928450701
7817,Magic Eyeliner,NARS,Primer,67.75,2.9,6724,26,21,-0.30652490922180725,-0.08760919928450701
7818,Divine Lipstick,Rare Beauty,Cleanser,122.75,2.9,5130,32,4,1.0548060810440547,-0.08760919928450701
7819,Magic Blush,Drunk Elephant,Lipstick,38.52,2.9,5632,9,16,-1.0300104518667372,-0.08760919928450701
7820,Super CC Cream,Rare Beauty,Cleanser,24.36,2.9,4853,32,4,-1.380491303178821,-0.08760919928450701
7821,Super Contour,Farsali,Lipstick,105.59,2.9,3661,11,16,0.6300708120811059,-0.08760919928450701
7822,Ultra Setting Spray,Natasha Denona,Moisturizer,89.73,2.9,7831,27,19,0.23751245743353186,-0.08760919928450701
7823,Perfect BB Cream,Sisley,Lipstick,116.46,2.9,4650,34,16,0.8991193187027405,-0.08760919928450701
7824,Magic Makeup Remover,Morphe,Lipstick,25.49,2.9,9961,25,16,-1.3525221391969953,-0.08760919928450701
7825,Perfect Serum,Fenty Beauty,Highlighter,51.39,2.9,8128,12,13,-0.7114590001445255,-0.08760919928450701
7826,Ultra Cleanser,NARS,Lipstick,35.67,2.9,8966,26,16,-1.1005521486350591,-0.08760919928450701
7827,Magic Bronzer,Kylie Cosmetics,BB Cream,130.14,2.9,3614,21,0,1.2377194631906856,-0.08760919928450701
7828,Perfect Cleanser,Natasha Denona,Lipstick,118.53,2.9,7886,27,16,0.9503548668818377,-0.08760919928450701
7829,Divine BB Cream,Natasha Denona,Concealer,82.83,2.9,1181,27,5,0.06672729683654176,-0.08760919928450701
