Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin
7793,E.l.f.,Lipstick,Weekly,45.62,2.1,4358,30ml,Combination,Male,Stick,Hyaluronic Acid,TRUE,South Korea
7794,Fenty Beauty,Moisturizer,Daily,96.39,2.0,8293,200ml,Oily,Male,Stick,Aloe Vera,FALSE,USA
7795,Ilia Beauty,Exfoliator,Occasional,71.02,3.1,2641,30ml,Sensitive,Unisex,Jar,Glycerin,FALSE,UK
7796,NARS,Lip Gloss,Monthly,33.95,4.7,3851,200ml,Normal,Female,Stick,Hyaluronic Acid,TRUE,Italy
7797,Rare Beauty,Serum,Monthly,38.05,2.6,6744,30ml,Sensitive,Female,Spray,Glycerin,TRUE,South Korea
7798,Fenty Beauty,Eye Shadow,Daily,149.27,4.0,3053,200ml,Sensitive,Unisex,Bottle,Aloe Vera,TRUE,Germany
7799,Patrick Ta,Powder,Occasional,96.45,2.7,973,30ml,Dry,Male,Compact,Retinol,TRUE,UK
7800,Huda Beauty,Eye Shadow,Occasional,133.7,3.7,2984,100ml,Sensitive,Male,Jar,Shea Butter,FALSE,South Korea
7801,RMS Beauty,Eyeliner,Weekly,54.47,2.1,9065,200ml,Dry,Female,Stick,Salicylic Acid,FALSE,Germany
7802,NARS,Moisturizer,Occasional,90.43,3.5,9666,30ml,Sensitive,Female,Jar,Salicylic Acid,FALSE,UK
7803,Bite Beauty,Cleanser,Occasional,136.69,4.8,2237,250ml,Oily,Female,Tube,Aloe Vera,FALSE,France
7804,Becca,Lip Liner,Occasional,53.49,3.8,6795,250ml,Oily,Unisex,Tube,Aloe Vera,TRUE,Italy
7805,Ilia Beauty,Exfoliator,Monthly,15.78,1.2,4837,200ml,Combination,Male,Compact,Salicylic Acid,FALSE,USA
7806,Kylie Cosmetics,Face Oil,Occasional,18.31,4.9,2751,250ml,Normal,Female,Tube,Aloe Vera,FALSE,France
7807,Milk Makeup,Highlighter,Weekly,33.34,3.3,5417,50ml,Normal,Male,Tube,Retinol,TRUE,France
7808,E.l.f.,BB Cream,Monthly,52.65,1.8,837,150ml,Combination,Male,Jar,Retinol,FALSE,USA
7809,Urban Decay,Eye Shadow,Daily,19.96,4.3,8196,150ml,Oily,Male,Jar,Retinol,FALSE,France
7810,E.l.f.,Setting Spray,Occasional,94.82,1.1,8702,250ml,Combination,Male,Compact,Vitamin C,FALSE,USA
7811,IT Cosmetics,Concealer,Weekly,136.52,4.1,7481,50ml,Oily,Unisex,Jar,Salicylic Acid,TRUE,USA
7812,NARS,Serum,Monthly,46.11,1.5,624,200ml,Sensitive,Unisex,Tube,Shea Butter,FALSE,South Korea
7813,Huda Beauty,Lipstick,Monthly,45.81,4.9,539,200ml,Combination,Unisex,Jar,Shea Butter,FALSE,Germany
7814,E.l.f.,Setting Spray,Daily,58.31,2.1,5601,30ml,Sensitive,Female,Bottle,Vitamin C,FALSE,Australia
7815,Too Faced,Exfoliator,Occasional,18.2,2.3,5088,250ml,Normal,Male,Jar,Aloe Vera,TRUE,UK
7816,Too Faced,Lipstick,Occasional,90.25,1.6,1332,200ml,Sensitive,Male,Stick,Shea Butter,TRUE,Australia
7817,Anastasia Beverly Hills,BB Cream,Occasional,110.09,1.9,4516,200ml,Combination,Male,Stick,Hyaluronic Acid,FALSE,USA
7818,KVD Beauty,Serum,Occasional,118.11,4.2,184,200ml,Combination,Male,Jar,Salicylic Acid,TRUE,Australia
7819,Tatcha,Exfoliator,Daily,35.2,3.9,9966,100ml,Normal,Female,Bottle,Hyaluronic Acid,FALSE,USA
7820,Yves Saint Laurent,Lip Liner,Daily,11.39,4.0,8144,30ml,Normal,Unisex,Bottle,Glycerin,FALSE,Italy
7821,Bite Beauty,Eyeliner,Daily,17.62,4.0,1565,150ml,Oily,Unisex,Spray,Salicylic Acid,TRUE,Germany
7822,Shiseido,Serum,Weekly,74.37,2.7,6031,250ml,Oily,Female,Stick,Vitamin C,FALSE,Germany
7823,Laura Mercier,Moisturizer,Monthly,79.91,3.1,7318,150ml,Combination,Male,Tube,Glycerin,FALSE,USA
7824,Shiseido,Powder,Daily,25.21,4.1,804,30ml,Sensitive,Female,Spray,Shea Butter,TRUE,Germany
7825,Natasha Denona,Lip Liner,Occasional,25.13,3.3,8660,50ml,Oily,Male,Tube,Salicylic Acid,TRUE,Italy
7826,Pat McGrath Labs,Highlighter,Occasional,20.1,2.9,6626,50ml,Combination,Female,Compact,Hyaluronic Acid,TRUE,Japan
7827,Danessa Myricks,CC Cream,Daily,61.48,3.9,3451,150ml,Normal,Unisex,Bottle,Vitamin C,TRUE,UK
7828,Make Up For Ever,Eye Shadow,Weekly,59.28,2.1,6255,200ml,Sensitive,Unisex,Tube,Salicylic Acid,FALSE,Germany
7829,Bourjois,Face Mask,Occasional,84.45,2.9,7601,200ml,Oily,Female,Stick,Shea Butter,FALSE,Australia
7830,Clinique,Eye Shadow,Occasional,78.0,3.1,942,50ml,Normal,Female,Jar,Vitamin C,FALSE,Italy
7831,Morphe,Blush,Monthly,133.58,1.9,5872,200ml,Normal,Male,Compact,Salicylic Acid,FALSE,South Korea
7832,Bobby Brown,Highlighter,Monthly,68.66,4.9,2710,200ml,Sensitive,Unisex,Jar,Vitamin C,FALSE,Italy
7833,Charlotte Tilbury,Cleanser,Monthly,131.37,3.9,3022,50ml,Combination,Female,Spray,Aloe Vera,FALSE,Italy
7834,Kylie Cosmetics,Eyeliner,Monthly,118.4,4.6,2044,100ml,Dry,Unisex,Tube,Glycerin,FALSE,Italy
7835,Tatcha,BB Cream,Daily,123.62,2.5,1928,100ml,Oily,Female,Bottle,Salicylic Acid,FALSE,Germany
7836,Tatcha,Eyeliner,Weekly,84.63,2.1,4617,30ml,Normal,Unisex,Tube,Salicylic Acid,FALSE,USA
7837,Farsali,Face Mask,Weekly,36.83,4.3,5370,200ml,Combination,Unisex,Compact,Vitamin C,FALSE,South Korea
7838,Make Up For Ever,Cleanser,Monthly,38.11,2.6,3035,150ml,Oily,Female,Compact,Retinol,FALSE,Japan
7839,Bite Beauty,Makeup Remover,Daily,51.91,1.8,7682,50ml,Dry,Female,Tube,Glycerin,TRUE,USA
7840,ColourPop,Concealer,Monthly,115.03,1.8,8220,100ml,Dry,Female,Bottle,Salicylic Acid,FALSE,South Korea
7841,Danessa Myricks,Contour,Daily,43.73,1.7,5225,150ml,Dry,Female,Bottle,Aloe Vera,TRUE,Germany
7842,NARS,Lipstick,Occasional,19.17,3.6,3384,100ml,Combination,Female,Stick,Salicylic Acid,FALSE,France
7843,Yves Saint Laurent,Lip Liner,Occasional,137.43,1.8,9671,250ml,Oily,Male,Tube,Aloe Vera,TRUE,USA
7844,Laura Mercier,Lip Gloss,Daily,79.09,4.7,5854,200ml,Sensitive,Male,Spray,Salicylic Acid,FALSE,Australia
7845,Charlotte Tilbury,Bronzer,Weekly,20.34,1.5,9178,50ml,Combination,Male,Jar,Glycerin,FALSE,Italy
7846,E.l.f.,Makeup Remover,Daily,74.22,4.6,2596,200ml,Combination,Male,Compact,Aloe Vera,TRUE,Australia
7847,Huda Beauty,Primer,Occasional,34.89,3.5,2083,50ml,Normal,Female,Tube,Retinol,TRUE,Italy
7848,Bobby Brown,Lip Liner,Monthly,17.37,1.7,1609,150ml,Normal,Unisex,Compact,Glycerin,TRUE,UK
7849,NARS,Setting Spray,Monthly,52.83,1.3,7380,150ml,Dry,Unisex,Spray,Vitamin C,TRUE,UK
7850,Ilia Beauty,Lip Gloss,Daily,57.04,1.1,9133,30ml,Sensitive,Unisex,Compact,Glycerin,FALSE,Australia
7851,Milk Makeup,Lip Liner,Daily,53.77,2.1,2923,50ml,Normal,Male,Stick,Retinol,FALSE,South Korea
7852,Yves Saint Laurent,Eyeliner,Occasional,58.43,3.5,4643,50ml,Combination,Male,Jar,Shea Butter,TRUE,Italy
7853,Danessa Myricks,Lip Liner,Monthly,12.53,2.8,8119,100ml,Combination,Unisex,Stick,Hyaluronic Acid,FALSE,Germany
7854,Bobby Brown,Contour,Weekly,91.84,1.3,9561,250ml,Combination,Unisex,Compact,Aloe Vera,TRUE,Italy
7855,Sisley,Lipstick,Weekly,114.97,4.2,3199,250ml,Sensitive,Unisex,Tube,Vitamin C,TRUE,France
7856,Clinique,Eye Shadow,Daily,25.22,2.6,2799,250ml,Oily,Unisex,Stick,Salicylic Acid,TRUE,South Korea
7857,Juvia’s Place,Setting Spray,Daily,53.42,2.0,2516,50ml,Normal,Female,Bottle,Shea Butter,FALSE,USA
7858,ColourPop,Mascara,Monthly,82.67,2.4,136,250ml,Normal,Male,Jar,Hyaluronic Acid,TRUE,Italy
7859,Bourjois,Lip Liner,Occasional,76.35,3.2,2043,50ml,Combination,Unisex,Tube,Salicylic Acid,FALSE,France
7860,Milk Makeup,Lip Gloss,Daily,120.81,1.3,1841,50ml,Oily,Unisex,Stick,Glycerin,FALSE,South Korea
7861,Kylie Cosmetics,Lip Liner,Occasional,16.23,3.0,6633,30ml,Sensitive,Unisex,Tube,Salicylic Acid,FALSE,South Korea
7862,Morphe,Mascara,Weekly,88.95,1.1,9612,30ml,Oily,Female,Tube,Glycerin,TRUE,France
7863,Too Faced,Face Oil,Weekly,120.05,3.2,5137,250ml,Dry,Female,Bottle,Hyaluronic Acid,TRUE,Australia
7864,Kiehl’s,Contour,Monthly,18.04,4.5,9347,50ml,Normal,Male,Tube,Shea Butter,TRUE,UK
7865,Milk Makeup,CC Cream,Daily,41.22,4.2,4714,250ml,Dry,Male,Spray,Retinol,FALSE,UK
7866,RMS Beauty,Face Mask,Daily,105.12,2.3,5531,100ml,Combination,Male,Stick,Glycerin,TRUE,Italy
7867,KVD Beauty,Powder,Monthly,87.41,3.0,6184,50ml,Oily,Female,Bottle,Glycerin,FALSE,Italy
7868,Urban Decay,Highlighter,Daily,81.81,1.1,156,200ml,Normal,Unisex,Spray,Shea Butter,FALSE,Germany
7869,NARS,Face Oil,Weekly,139.84,2.1,9095,100ml,Normal,Female,Stick,Salicylic Acid,FALSE,Australia
7870,Juvia’s Place,Foundation,Daily,33.09,4.7,3322,200ml,Combination,Male,Bottle,Hyaluronic Acid,TRUE,Germany
7871,Tarte,Moisturizer,Monthly,50.75,4.6,693,250ml,Sensitive,Male,Spray,Vitamin C,FALSE,Japan
7872,Drunk Elephant,Foundation,Monthly,79.81,4.6,7037,50ml,Oily,Female,Spray,Aloe Vera,FALSE,South Korea
7873,Morphe,Eyeliner,Weekly,23.39,2.0,2895,250ml,Dry,Unisex,Spray,Salicylic Acid,TRUE,Japan
7874,IT Cosmetics,Lipstick,Occasional,139.28,5.0,6896,150ml,Sensitive,Female,Jar,Salicylic Acid,FALSE,USA
7875,ColourPop,Powder,Monthly,69.87,2.1,1539,250ml,Dry,Unisex,Spray,Shea Butter,TRUE,South Korea
7876,Rare Beauty,Face Oil,Weekly,72.0,4.2,210,250ml,Normal,Unisex,Stick,Glycerin,FALSE,UK
7877,Hourglass,BB Cream,Daily,139.87,1.7,6584,150ml,Combination,Unisex,Jar,Aloe Vera,FALSE,Italy
7878,Huda Beauty,Highlighter,Daily,34.45,3.0,4530,50ml,Oily,Male,Bottle,Hyaluronic Acid,TRUE,UK
7879,NARS,Contour,Weekly,123.02,2.3,5734,150ml,Oily,Female,Bottle,Salicylic Acid,FALSE,Australia
7880,Huda Beauty,Cleanser,Weekly,141.65,1.1,905,200ml,Oily,Unisex,Bottle,Retinol,TRUE,UK
7881,Yves Saint Laurent,Moisturizer,Monthly,146.26,2.9,7059,250ml,Dry,Unisex,Spray,Retinol,TRUE,Australia
7882,Danessa Myricks,Makeup Remover,Weekly,118.69,2.8,397,200ml,Oily,Female,Jar,Aloe Vera,TRUE,France
7883,Morphe,Lipstick,Occasional,55.36,4.7,2810,200ml,Normal,Female,Spray,Glycerin,FALSE,UK
7884,Urban Decay,Serum,Weekly,80.94,2.5,2484,50ml,Oily,Male,Tube,Salicylic Acid,TRUE,Australia
7885,Anastasia Beverly Hills,Face Mask,Occasional,24.45,1.8,5745,150ml,Oily,Female,Tube,Aloe Vera,TRUE,Italy
7886,Danessa Myricks,Lip Liner,Weekly,83.84,1.9,2563,150ml,Combination,Male,Compact,Salicylic Acid,FALSE,Australia
7887,Natasha Denona,Serum,Occasional,140.64,4.2,4690,30ml,Oily,Male,Stick,Retinol,TRUE,Germany
7888,Juvia’s Place,CC Cream,Occasional,46.89,1.9,997,250ml,Sensitive,Unisex,Compact,Hyaluronic Acid,TRUE,Italy
7889,Bobby Brown,Setting Spray,Weekly,25.5,2.9,851,100ml,Sensitive,Unisex,Stick,Glycerin,TRUE,Germany
7890,Hourglass,Primer,Monthly,82.85,2.1,9696,50ml,Dry,Unisex,Spray,Shea Butter,FALSE,Australia
7891,Drunk Elephant,Lip Liner,Daily,22.67,2.5,6927,30ml,Dry,Unisex,Stick,Salicylic Acid,TRUE,Australia
7892,Bobby Brown,Lip Liner,Monthly,67.15,4.8,2177,30ml,Normal,Unisex,Compact,Vitamin C,FALSE,France
7893,Laura Mercier,Mascara,Weekly,96.85,3.4,4353,50ml,Oily,Female,Bottle,Shea Butter,TRUE,South Korea
7894,Becca,Mascara,Monthly,20.64,4.3,2137,200ml,Combination,Unisex,Jar,Glycerin,TRUE,Germany
7895,Hourglass,Eyeliner,Daily,83.45,2.9,3234,200ml,Oily,Female,Tube,Hyaluronic Acid,FALSE,UK
7896,Bourjois,Contour,Occasional,11.14,4.4,6244,30ml,Oily,Female,Tube,Shea Butter,FALSE,Australia
7897,Kiehl’s,Eye Shadow,Daily,59.53,4.6,1254,50ml,Oily,Female,Jar,Salicylic Acid,TRUE,South Korea
7898,Hourglass,Powder,Monthly,24.43,3.0,2000,30ml,Sensitive,Unisex,Jar,Vitamin C,FALSE,Japan
7899,Ilia Beauty,Eye Shadow,Monthly,35.43,3.1,2672,50ml,Normal,Female,Jar,Salicylic Acid,TRUE,Italy
7900,Pat McGrath Labs,Lip Liner,Daily,48.07,1.6,6357,250ml,Oily,Male,Jar,Hyaluronic Acid,FALSE,France
7901,Bourjois,Highlighter,Daily,138.14,4.8,1741,30ml,Dry,Unisex,Bottle,Retinol,TRUE,Italy
7902,Too Faced,Bronzer,Daily,119.42,4.8,7625,200ml,Combination,Unisex,Tube,Aloe Vera,FALSE,Germany
7903,Morphe,Powder,Monthly,36.03,1.4,4099,150ml,Sensitive,Unisex,Tube,Salicylic Acid,FALSE,Germany
7904,Juvia’s Place,Face Mask,Daily,147.59,1.7,3224,100ml,Dry,Unisex,Compact,Vitamin C,TRUE,USA
7905,Fenty Beauty,Concealer,Weekly,118.13,1.7,8243,100ml,Normal,Female,Compact,Shea Butter,FALSE,USA
7906,Bourjois,Powder,Weekly,66.19,4.3,5704,50ml,Normal,Unisex,Stick,Salicylic Acid,TRUE,Japan
7907,Yves Saint Laurent,Contour,Daily,141.76,3.8,3305,100ml,Oily,Unisex,Stick,Shea Butter,TRUE,Germany
7908,Juvia’s Place,Highlighter,Occasional,109.46,1.7,7494,250ml,Normal,Female,Tube,Salicylic Acid,FALSE,France
7909,Urban Decay,Cleanser,Occasional,67.08,2.5,708,100ml,Normal,Male,Compact,Salicylic Acid,TRUE,Japan
7910,Ilia Beauty,Exfoliator,Monthly,144.72,3.0,1038,150ml,Normal,Male,Bottle,Retinol,TRUE,UK
7911,Charlotte Tilbury,Serum,Occasional,97.59,3.8,4078,200ml,Sensitive,Female,Bottle,Shea Butter,FALSE,USA
7912,Glossier,Highlighter,Weekly,30.62,4.1,4743,200ml,Dry,Male,Spray,Hyaluronic Acid,TRUE,Australia
7913,Danessa Myricks,BB Cream,Weekly,117.02,4.7,169,250ml,Sensitive,Unisex,Bottle,Glycerin,FALSE,UK
7914,Morphe,Contour,Weekly,93.75,3.9,4883,30ml,Combination,Unisex,Tube,Shea Butter,FALSE,Japan
7915,Danessa Myricks,Blush,Weekly,149.3,3.7,928,30ml,Normal,Unisex,Jar,Retinol,FALSE,Japan
7916,Huda Beauty,Makeup Remover,Daily,22.11,2.4,5676,30ml,Dry,Unisex,Spray,Vitamin C,TRUE,Germany
7917,Farsali,Exfoliator,Monthly,13.05,3.7,3121,250ml,Oily,Female,Spray,Aloe Vera,FALSE,USA
7918,Pat McGrath Labs,Lip Liner,Daily,52.5,1.2,7353,150ml,Sensitive,Female,Stick,Retinol,FALSE,USA
7919,Juvia’s Place,Concealer,Occasional,56.49,4.2,8565,30ml,Oily,Unisex,Stick,Aloe Vera,TRUE,USA
7920,Anastasia Beverly Hills,Highlighter,Monthly,65.46,4.0,3630,100ml,Dry,Female,Tube,Salicylic Acid,TRUE,UK
7921,Hourglass,BB Cream,Occasional,137.06,3.9,6613,50ml,Oily,Female,Stick,Vitamin C,TRUE,France
7922,Milk Makeup,Highlighter,Monthly,120.07,1.7,1745,250ml,Combination,Unisex,Tube,Glycerin,FALSE,Italy
7923,Perricone MD,Face Mask,Monthly,145.9,1.9,7017,250ml,Oily,Male,Jar,Retinol,FALSE,USA
7924,Sisley,Bronzer,Occasional,98.07,4.5,3088,30ml,Dry,Male,Bottle,Retinol,TRUE,France
7925,Yves Saint Laurent,Lip Liner,Weekly,55.29,3.3,6195,150ml,Combination,Female,Compact,Retinol,TRUE,USA
7926,Danessa Myricks,Setting Spray,Occasional,17.78,1.5,3706,250ml,Normal,Female,Compact,Glycerin,FALSE,USA
7927,Tarte,Blush,Monthly,13.58,1.5,731,100ml,Combination,Male,Compact,Aloe Vera,TRUE,Australia
7928,Shiseido,Serum,Weekly,26.62,2.8,1603,150ml,Sensitive,Unisex,Spray,Salicylic Acid,FALSE,UK
7929,Too Faced,Lip Gloss,Daily,58.95,3.0,5373,30ml,Oily,Unisex,Jar,Retinol,FALSE,USA
7930,Becca,Moisturizer,Monthly,39.43,4.0,2949,250ml,Sensitive,Unisex,Compact,Glycerin,TRUE,Italy
7931,Pat McGrath Labs,Lipstick,Occasional,21.87,2.7,3804,100ml,Dry,Female,Bottle,Hyaluronic Acid,FALSE,France
7932,Juvia’s Place,Eyeliner,Monthly,45.48,2.0,7119,100ml,Sensitive,Unisex,Compact,Retinol,FALSE,Japan
7933,Kylie Cosmetics,Foundation,Occasional,62.6,2.4,3766,150ml,Combination,Male,Bottle,Shea Butter,FALSE,Germany
7934,Huda Beauty,Highlighter,Monthly,80.21,4.2,8488,250ml,Oily,Male,Bottle,Vitamin C,TRUE,Japan
7935,NARS,Concealer,Occasional,22.72,4.4,8069,30ml,Normal,Female,Jar,Shea Butter,FALSE,Italy
7936,Hourglass,Mascara,Occasional,66.31,3.4,4170,150ml,Dry,Unisex,Bottle,Retinol,FALSE,Germany
7937,Laura Mercier,Lip Liner,Daily,105.5,1.6,4921,150ml,Normal,Unisex,Jar,Vitamin C,FALSE,Italy
7938,RMS Beauty,Primer,Daily,32.77,3.0,7554,30ml,Dry,Unisex,Tube,Vitamin C,FALSE,South Korea
7939,Hourglass,Face Oil,Daily,145.62,4.9,1280,30ml,Dry,Female,Tube,Vitamin C,FALSE,France
7940,Fenty Beauty,Serum,Monthly,83.31,2.9,2453,30ml,Oily,Female,Jar,Salicylic Acid,FALSE,Australia
7941,Rare Beauty,Blush,Daily,142.78,2.0,9253,100ml,Oily,Female,Compact,Glycerin,TRUE,Australia
7942,Juvia’s Place,BB Cream,Weekly,77.03,3.7,9001,30ml,Sensitive,Female,Jar,Vitamin C,TRUE,UK
7943,NARS,BB Cream,Monthly,40.06,2.8,4920,50ml,Dry,Female,Spray,Vitamin C,FALSE,UK
7944,Tarte,Lip Gloss,Daily,29.29,1.2,5313,50ml,Dry,Unisex,Bottle,Vitamin C,FALSE,Japan
7945,Laura Mercier,Eye Shadow,Daily,70.22,2.1,135,50ml,Normal,Unisex,Compact,Retinol,TRUE,France
7946,Sisley,Eyeliner,Weekly,115.38,2.1,2643,250ml,Combination,Male,Tube,Salicylic Acid,TRUE,USA
7947,Huda Beauty,Powder,Occasional,36.84,1.6,7098,50ml,Combination,Male,Jar,Hyaluronic Acid,TRUE,USA
7948,Tatcha,Contour,Occasional,78.44,3.7,8826,30ml,Normal,Male,Tube,Aloe Vera,FALSE,Japan
7949,Hourglass,Cleanser,Daily,37.34,4.4,1601,30ml,Oily,Unisex,Tube,Retinol,TRUE,Italy
7950,ColourPop,Contour,Occasional,20.22,4.3,4724,150ml,Dry,Female,Spray,Glycerin,TRUE,Australia
7951,E.l.f.,Serum,Weekly,137.95,4.6,1928,200ml,Combination,Unisex,Stick,Shea Butter,FALSE,Italy
7952,Rare Beauty,Face Mask,Daily,86.18,4.8,9979,200ml,Normal,Male,Spray,Glycerin,TRUE,South Korea
7953,Juvia’s Place,Powder,Weekly,23.09,2.9,413,250ml,Sensitive,Female,Tube,Shea Butter,FALSE,UK
7954,Too Faced,Highlighter,Daily,73.43,1.9,943,30ml,Combination,Female,Jar,Aloe Vera,TRUE,Japan
7955,Juvia’s Place,Moisturizer,Occasional,91.18,3.0,6005,30ml,Sensitive,Male,Tube,Shea Butter,TRUE,South Korea
7956,E.l.f.,Serum,Daily,133.72,4.7,2926,50ml,Normal,Unisex,Spray,Shea Butter,FALSE,France
7957,Bourjois,BB Cream,Weekly,88.61,3.5,1548,30ml,Dry,Unisex,Spray,Glycerin,FALSE,South Korea
7958,Patrick Ta,Eyeliner,Daily,33.35,2.1,4133,50ml,Oily,Female,Compact,Salicylic Acid,FALSE,Germany
7959,Milk Makeup,Concealer,Weekly,144.43,4.0,77,200ml,Oily,Unisex,Jar,Salicylic Acid,TRUE,USA
7960,IT Cosmetics,Serum,Monthly,10.4,3.3,5191,30ml,Dry,Male,Bottle,Aloe Vera,FALSE,USA
7961,Natasha Denona,Moisturizer,Weekly,104.28,4.2,810,250ml,Normal,Male,Jar,Hyaluronic Acid,FALSE,Germany
7962,Too Faced,Lip Gloss,Monthly,125.35,4.8,744,50ml,Combination,Unisex,Jar,Aloe Vera,TRUE,Germany
7963,IT Cosmetics,Eye Shadow,Daily,145.34,3.0,6817,100ml,Dry,Female,Tube,Aloe Vera,FALSE,UK
7964,Becca,Contour,Weekly,96.53,3.5,4143,150ml,Oily,Male,Spray,Aloe Vera,FALSE,France
7965,Shiseido,Lipstick,Weekly,101.46,4.6,9912,100ml,Combination,Male,Bottle,Shea Butter,FALSE,Japan
7966,IT Cosmetics,Contour,Daily,106.97,3.9,7676,250ml,Sensitive,Female,Spray,Hyaluronic Acid,TRUE,USA
7967,IT Cosmetics,Eye Shadow,Monthly,13.33,3.2,4578,30ml,Oily,Unisex,Tube,Vitamin C,FALSE,UK
7968,Tarte,Contour,Daily,98.49,4.2,1943,30ml,Oily,Male,Compact,Retinol,TRUE,Japan
7969,IT Cosmetics,Face Mask,Weekly,32.43,4.3,9080,30ml,Sensitive,Male,Spray,Shea Butter,TRUE,France
7970,Fenty Beauty,Primer,Occasional,83.46,4.2,826,250ml,Combination,Male,Tube,Glycerin,FALSE,Australia
7971,KVD Beauty,Highlighter,Monthly,93.78,1.6,2251,100ml,Combination,Female,Stick,Retinol,TRUE,USA
7972,Sisley,Primer,Weekly,40.12,4.4,6102,100ml,Combination,Unisex,Stick,Vitamin C,TRUE,USA
7973,Hourglass,Bronzer,Weekly,43.28,3.1,3432,100ml,Combination,Male,Spray,Vitamin C,FALSE,South Korea
7974,Fenty Beauty,Lip Gloss,Daily,47.69,3.1,5152,30ml,Combination,Female,Spray,Salicylic Acid,FALSE,Italy
7975,Pat McGrath Labs,Exfoliator,Weekly,94.23,4.0,5321,100ml,Oily,Male,Spray,Salicylic Acid,FALSE,Italy
7976,Milk Makeup,Primer,Daily,68.17,3.9,2953,250ml,Combination,Female,Bottle,Shea Butter,TRUE,Australia
7977,Ilia Beauty,Highlighter,Occasional,59.0,4.0,5703,150ml,Combination,Unisex,Stick,Glycerin,FALSE,South Korea
7978,Morphe,Makeup Remover,Daily,112.92,4.8,7828,50ml,Sensitive,Unisex,Spray,Shea Butter,FALSE,UK
7979,Danessa Myricks,Moisturizer,Occasional,142.95,2.9,6427,150ml,Oily,Female,Bottle,Hyaluronic Acid,FALSE,France
7980,Perricone MD,Foundation,Occasional,136.9,3.3,2666,30ml,Dry,Male,Jar,Aloe Vera,TRUE,Germany
7981,Fenty Beauty,Contour,Daily,46.69,4.5,3794,200ml,Normal,Male,Jar,Aloe Vera,FALSE,Italy
7982,NARS,Powder,Monthly,112.11,3.0,8198,100ml,Oily,Female,Stick,Vitamin C,TRUE,Germany
7983,Yves Saint Laurent,CC Cream,Monthly,45.48,4.9,1436,50ml,Combination,Female,Stick,Retinol,FALSE,South Korea
7984,Clinique,Lip Gloss,Monthly,52.25,3.8,6807,50ml,Normal,Female,Spray,Glycerin,FALSE,France
7985,Perricone MD,Contour,Occasional,123.2,4.7,513,150ml,Dry,Unisex,Tube,Glycerin,TRUE,USA
7986,Yves Saint Laurent,Bronzer,Occasional,65.32,1.5,6452,150ml,Sensitive,Female,Bottle,Hyaluronic Acid,TRUE,Germany
7987,Make Up For Ever,Bronzer,Daily,95.27,1.2,6353,50ml,Dry,Male,Spray,Salicylic Acid,FALSE,Italy
7988,Shiseido,Moisturizer,Daily,62.64,4.8,6398,200ml,Combination,Female,Jar,Hyaluronic Acid,FALSE,France
7989,Tatcha,Foundation,Occasional,66.67,2.4,1827,250ml,Combination,Unisex,Bottle,Aloe Vera,FALSE,UK
7990,Bobby Brown,Primer,Weekly,112.12,4.6,4950,150ml,Sensitive,Unisex,Jar,Glycerin,FALSE,Australia
7991,Charlotte Tilbury,Bronzer,Occasional,89.92,2.2,2789,200ml,Sensitive,Male,Compact,Salicylic Acid,TRUE,South Korea
7992,Anastasia Beverly Hills,Eye Shadow,Daily,118.77,2.2,8032,30ml,Normal,Male,Jar,Retinol,FALSE,South Korea
7993,Becca,Contour,Daily,129.65,2.6,2899,150ml,Normal,Unisex,Compact,Glycerin,FALSE,Germany
7994,Tarte,Eye Shadow,Occasional,31.1,1.7,7601,30ml,Sensitive,Unisex,Tube,Retinol,TRUE,South Korea
7995,Tarte,Face Mask,Occasional,136.58,3.5,3463,150ml,Oily,Unisex,Jar,Aloe Vera,TRUE,South Korea
7996,Drunk Elephant,Moisturizer,Daily,33.79,2.7,2979,100ml,Combination,Male,Compact,Hyaluronic Acid,TRUE,South Korea
7997,Charlotte Tilbury,Moisturizer,Occasional,25.46,1.8,8393,100ml,Normal,Unisex,Compact,Retinol,FALSE,Italy
7998,Morphe,Foundation,Monthly,35.03,1.5,1876,250ml,Combination,Male,Spray,Retinol,TRUE,France
7999,Farsali,Cleanser,Daily,62.8,1.2,3272,200ml,Combination,Unisex,Tube,Vitamin C,FALSE,France
8000,Make Up For Ever,Face Mask,Daily,106.1,2.6,7081,30ml,Sensitive,Unisex,Stick,Shea Butter,FALSE,Italy
8001,Becca,Bronzer,Occasional,28.91,3.6,2192,100ml,Normal,Female,Compact,Vitamin C,FALSE,Germany
8002,Bobby Brown,CC Cream,Daily,40.45,3.0,3711,200ml,Dry,Female,Compact,Vitamin C,TRUE,Germany
8003,Patrick Ta,Concealer,Monthly,81.63,4.0,6187,50ml,Combination,Unisex,Bottle,Vitamin C,FALSE,Australia
8004,Too Faced,Powder,Weekly,110.21,4.2,3887,30ml,Dry,Female,Spray,Aloe Vera,FALSE,Japan
8005,Tatcha,Moisturizer,Daily,42.99,4.0,105,30ml,Dry,Unisex,Bottle,Glycerin,FALSE,Germany
8006,Bite Beauty,Bronzer,Weekly,88.94,2.7,7015,150ml,Normal,Female,Compact,Vitamin C,FALSE,France
8007,Ilia Beauty,CC Cream,Occasional,42.42,3.6,6942,50ml,Combination,Male,Compact,Vitamin C,TRUE,UK
