Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin,ID
Perfect Blush,RMS Beauty,Blush,Daily,118.21,4.4,6086,150ml,Oily,Male,Tube,Retinol,FALSE,USA,2243
Divine Serum,Tarte,Serum,Occasional,21.42,3.2,1480,100ml,Dry,Male,Stick,Retinol,TRUE,Germany,2244
Divine CC Cream,Urban Decay,CC Cream,Weekly,84.42,3.8,8179,30ml,Combination,Male,Tube,Aloe Vera,TRUE,Australia,2245
Perfect Face Mask,Morphe,Face Mask,Daily,20.89,4.5,3824,250ml,Combination,Unisex,Tube,Salicylic Acid,TRUE,UK,2246
Magic Powder,Yves Saint Laurent,Powder,Monthly,96.73,4.0,8037,250ml,Combination,Female,Jar,Aloe Vera,TRUE,South Korea,2247
Perfect Contour,Fenty Beauty,Contour,Daily,137.08,4.4,7286,250ml,Dry,Male,Tube,Salicylic Acid,TRUE,Australia,2248
Ultra CC Cream,Perricone MD,CC Cream,Occasional,128.76,3.7,9663,250ml,Oily,Unisex,Jar,Glycerin,FALSE,Italy,2249
Perfect Bronzer,Clinique,Bronzer,Weekly,132.39,4.7,7014,150ml,Oily,Female,Bottle,Vitamin C,FALSE,Germany,2250
Magic Setting Spray,Patrick Ta,Setting Spray,Monthly,27.23,3.7,1339,250ml,Oily,Unisex,Stick,Shea Butter,FALSE,France,2251
Divine Contour,Danessa Myricks,Contour,Monthly,11.92,4.0,8662,50ml,Dry,Female,Bottle,Aloe Vera,TRUE,France,2252
Super CC Cream,Drunk Elephant,CC Cream,Weekly,96.88,4.0,6763,200ml,Sensitive,Unisex,Bottle,Salicylic Acid,FALSE,UK,2253
Magic Eyeliner,Shiseido,Eyeliner,Weekly,114.2,4.6,4579,200ml,Dry,Unisex,Compact,Glycerin,FALSE,South Korea,2254
Ultra Blush,Clinique,Blush,Weekly,11.19,3.0,7588,200ml,Normal,Female,Spray,Vitamin C,TRUE,South Korea,2255
Perfect Cleanser,Tarte,Cleanser,Monthly,56.61,3.0,6361,50ml,Normal,Unisex,Jar,Hyaluronic Acid,TRUE,Japan,2256
Divine Bronzer,Hourglass,Bronzer,Monthly,58.16,3.6,77,200ml,Oily,Unisex,Stick,Hyaluronic Acid,TRUE,France,2257
Divine Face Oil,IT Cosmetics,Face Oil,Daily,102.11,4.7,1383,150ml,Dry,Female,Spray,Shea Butter,TRUE,Italy,2258
Super Mascara,Bourjois,Mascara,Occasional,83.01,4.2,1312,200ml,Normal,Unisex,Tube,Salicylic Acid,FALSE,Australia,2259
Perfect Serum,Bobby Brown,Serum,Weekly,135.85,2.1,1140,200ml,Dry,Female,Bottle,Aloe Vera,FALSE,Australia,2260
Super Lip Gloss,Danessa Myricks,Lip Gloss,Occasional,100.29,4.3,1613,30ml,Normal,Male,Jar,Glycerin,TRUE,Germany,2261
Perfect BB Cream,Laura Mercier,BB Cream,Weekly,115.78,4.0,5501,250ml,Dry,Female,Jar,Retinol,FALSE,France,2262
Perfect Bronzer,Drunk Elephant,Bronzer,Monthly,119.75,1.0,3628,250ml,Combination,Unisex,Compact,Glycerin,TRUE,France,2263
Super Blush,Danessa Myricks,Blush,Occasional,22.17,3.0,9447,250ml,Sensitive,Male,Spray,Glycerin,FALSE,Germany,2264
Ultra Cleanser,Sisley,Cleanser,Weekly,29.42,1.0,9863,150ml,Combination,Female,Spray,Vitamin C,TRUE,France,2265
Divine Mascara,Sisley,Mascara,Weekly,88.31,2.0,1220,50ml,Oily,Male,Stick,Shea Butter,TRUE,France,2266
Ultra Mascara,Morphe,Mascara,Occasional,69.58,4.6,8364,150ml,Sensitive,Female,Jar,Glycerin,FALSE,Australia,2267
Super Face Mask,IT Cosmetics,Face Mask,Weekly,48.56,1.0,4169,150ml,Dry,Male,Stick,Hyaluronic Acid,TRUE,UK,2268
Magic Lip Liner,Drunk Elephant,Lip Liner,Monthly,49.64,4.7,2495,100ml,Sensitive,Male,Spray,Retinol,FALSE,Italy,2269
Perfect Concealer,Clinique,Concealer,Occasional,54.75,3.9,4616,30ml,Sensitive,Male,Stick,Vitamin C,FALSE,USA,2270
Divine Powder,Sisley,Powder,Daily,18.46,4.8,9269,250ml,Sensitive,Unisex,Tube,Aloe Vera,TRUE,Australia,2271
Perfect Face Mask,Kiehl’s,Face Mask,Weekly,49.22,4.9,3025,30ml,Sensitive,Unisex,Tube,Shea Butter,TRUE,France,2272
Perfect Serum,Anastasia Beverly Hills,Serum,Weekly,72.74,3.2,8393,200ml,Oily,Unisex,Bottle,Glycerin,TRUE,Japan,2273
Perfect Powder,Becca,Powder,Monthly,105.12,4.7,5333,50ml,Normal,Female,Stick,Aloe Vera,TRUE,USA,2274
Perfect Highlighter,Morphe,Highlighter,Weekly,88.36,4.2,2531,200ml,Combination,Female,Stick,Hyaluronic Acid,TRUE,USA,2275
Perfect Exfoliator,IT Cosmetics,Exfoliator,Occasional,34.58,1.6,7972,30ml,Oily,Male,Bottle,Salicylic Acid,TRUE,France,2276
Divine BB Cream,Too Faced,BB Cream,Weekly,146.85,3.0,6388,150ml,Oily,Female,Compact,Glycerin,FALSE,South Korea,2277
Perfect Primer,Urban Decay,Primer,Daily,61.08,1.0,3162,30ml,Normal,Unisex,Spray,Salicylic Acid,FALSE,Italy,2278
Ultra Blush,Yves Saint Laurent,Blush,Daily,118.54,4.2,1170,200ml,Sensitive,Female,Spray,Shea Butter,TRUE,Italy,2279
Super Contour,Charlotte Tilbury,Contour,Weekly,36.63,4.3,5163,100ml,Normal,Unisex,Jar,Shea Butter,TRUE,Japan,2280
Perfect Exfoliator,Milk Makeup,Exfoliator,Daily,43.56,4.5,3614,30ml,Sensitive,Unisex,Bottle,Vitamin C,FALSE,Italy,2281
Perfect Exfoliator,Ilia Beauty,Exfoliator,Occasional,121.76,5.0,4782,30ml,Sensitive,Female,Tube,Aloe Vera,TRUE,Germany,2282
Divine Setting Spray,Kylie Cosmetics,Setting Spray,Monthly,111.91,2.3,9528,250ml,Combination,Male,Compact,Glycerin,FALSE,Japan,2283
Ultra BB Cream,ColourPop,BB Cream,Daily,99.69,4.8,9076,200ml,Dry,Unisex,Stick,Glycerin,FALSE,UK,2284
Divine Exfoliator,Tatcha,Exfoliator,Daily,120.36,4.4,2811,50ml,Normal,Male,Compact,Salicylic Acid,TRUE,UK,2285
Super Powder,RMS Beauty,Powder,Weekly,38.68,4.3,1704,30ml,Oily,Unisex,Tube,Vitamin C,TRUE,Italy,2286
Magic BB Cream,Ilia Beauty,BB Cream,Occasional,69.41,4.5,9250,30ml,Dry,Female,Tube,Glycerin,FALSE,South Korea,2287
Super Lip Liner,Tarte,Lip Liner,Monthly,11.38,3.0,6977,50ml,Combination,Unisex,Tube,Hyaluronic Acid,TRUE,South Korea,2288
Super Blush,Kylie Cosmetics,Blush,Occasional,11.34,4.9,5915,200ml,Combination,Unisex,Bottle,Aloe Vera,FALSE,France,2289
Divine Blush,Pat McGrath Labs,Blush,Daily,110.1,1.4,5139,100ml,Sensitive,Male,Jar,Shea Butter,TRUE,Italy,2290
Perfect CC Cream,Pat McGrath Labs,CC Cream,Daily,57.56,4.0,6075,30ml,Normal,Unisex,Jar,Aloe Vera,FALSE,Japan,2291
Divine Lip Gloss,Juvia’s Place,Lip Gloss,Weekly,140.7,3.0,8686,150ml,Normal,Male,Stick,Salicylic Acid,TRUE,France,2292
Super Eyeliner,Huda Beauty,Eyeliner,Occasional,22.75,4.5,3089,30ml,Oily,Female,Bottle,Retinol,TRUE,France,2293
Magic Bronzer,Glossier,Bronzer,Monthly,148.15,3.9,4751,100ml,Normal,Unisex,Jar,Retinol,FALSE,France,2294
Ultra Lip Gloss,Patrick Ta,Lip Gloss,Monthly,50.34,4.5,9649,50ml,Combination,Female,Jar,Vitamin C,FALSE,Japan,2295
Perfect Lip Liner,Bourjois,Lip Liner,Weekly,64.86,4.6,9072,150ml,Sensitive,Unisex,Tube,Vitamin C,FALSE,France,2296
Perfect Serum,Urban Decay,Serum,Daily,54.68,2.5,6125,30ml,Normal,Female,Spray,Aloe Vera,TRUE,Italy,2297
Magic Serum,Yves Saint Laurent,Serum,Daily,101.64,1.9,7343,100ml,Oily,Male,Spray,Retinol,FALSE,Australia,2298
Divine Cleanser,Tarte,Cleanser,Monthly,58.92,4.2,3820,30ml,Combination,Unisex,Tube,Glycerin,FALSE,UK,2299
Ultra Highlighter,Kiehl’s,Highlighter,Occasional,29.98,4.7,8442,250ml,Normal,Unisex,Stick,Glycerin,FALSE,USA,2300
Ultra Eyeliner,Fenty Beauty,Eyeliner,Occasional,69.93,2.0,1763,250ml,Normal,Male,Bottle,Aloe Vera,TRUE,USA,2301
Ultra Blush,Danessa Myricks,Blush,Daily,10.78,1.2,8868,200ml,Combination,Male,Tube,Aloe Vera,FALSE,Italy,2302
Perfect Exfoliator,Kylie Cosmetics,Exfoliator,Daily,81.28,3.1,4126,150ml,Combination,Unisex,Compact,Shea Butter,TRUE,Japan,2303
Divine Cleanser,Huda Beauty,Cleanser,Monthly,49.97,3.2,4699,50ml,Oily,Male,Jar,Retinol,FALSE,Italy,2304
Perfect CC Cream,KVD Beauty,CC Cream,Occasional,21.61,1.0,1551,150ml,Sensitive,Female,Compact,Vitamin C,FALSE,Germany,2305
Super BB Cream,Shiseido,BB Cream,Daily,121.71,1.0,4949,250ml,Dry,Female,Tube,Retinol,FALSE,Italy,2306
Ultra Mascara,Make Up For Ever,Mascara,Daily,97.12,4.8,4151,50ml,Normal,Female,Spray,Shea Butter,TRUE,Germany,2307
Divine Makeup Remover,Yves Saint Laurent,Makeup Remover,Occasional,142.88,4.8,877,150ml,Sensitive,Female,Stick,Vitamin C,TRUE,Germany,2308
Ultra Cleanser,Kylie Cosmetics,Cleanser,Weekly,138.4,3.0,6958,250ml,Combination,Male,Compact,Shea Butter,TRUE,Australia,2309
Super Face Oil,Laura Mercier,Face Oil,Daily,38.82,2.2,4293,250ml,Combination,Unisex,Jar,Glycerin,FALSE,UK,2310
Divine Primer,Ilia Beauty,Primer,Monthly,117.99,2.7,7750,100ml,Sensitive,Female,Bottle,Retinol,TRUE,Germany,2311
Perfect Face Oil,Bourjois,Face Oil,Daily,31.2,4.5,9300,30ml,Dry,Male,Spray,Hyaluronic Acid,FALSE,USA,2312
Perfect Lip Gloss,Patrick Ta,Lip Gloss,Weekly,108.91,2.7,4764,30ml,Dry,Female,Spray,Vitamin C,FALSE,Australia,2313
Ultra Bronzer,Rare Beauty,Bronzer,Occasional,39.5,5.0,428,50ml,Combination,Unisex,Spray,Shea Butter,FALSE,Germany,2314
Magic Contour,Anastasia Beverly Hills,Contour,Occasional,32.26,4.6,3453,200ml,Sensitive,Female,Jar,Glycerin,FALSE,South Korea,2315
Super Makeup Remover,Becca,Makeup Remover,Occasional,22.85,4.3,2384,250ml,Sensitive,Female,Compact,Glycerin,FALSE,Japan,2316
Ultra Foundation,Juvia’s Place,Foundation,Occasional,77.69,1.7,9559,250ml,Normal,Unisex,Bottle,Vitamin C,FALSE,Germany,2317
Magic Face Mask,Clinique,Face Mask,Occasional,12.32,1.8,9196,30ml,Dry,Female,Spray,Shea Butter,TRUE,UK,2318
Super Highlighter,Natasha Denona,Highlighter,Occasional,110.02,4.8,4282,100ml,Combination,Female,Jar,Hyaluronic Acid,FALSE,France,2319
Super Bronzer,ColourPop,Bronzer,Monthly,11.22,2.0,9245,250ml,Oily,Male,Compact,Aloe Vera,TRUE,USA,2320
Perfect BB Cream,Yves Saint Laurent,BB Cream,Occasional,114.52,2.3,8119,250ml,Oily,Male,Stick,Shea Butter,FALSE,Germany,2321
Perfect Concealer,Natasha Denona,Concealer,Daily,78.49,2.6,7990,250ml,Normal,Unisex,Compact,Glycerin,TRUE,Australia,2322
Perfect Powder,Clinique,Powder,Daily,36.63,4.8,294,50ml,Combination,Male,Tube,Glycerin,FALSE,France,2323
Magic Contour,Farsali,Contour,Occasional,87.56,3.0,6304,30ml,Oily,Female,Stick,Hyaluronic Acid,TRUE,Australia,2324
Divine Face Oil,KVD Beauty,Face Oil,Daily,129.12,3.0,3492,30ml,Combination,Female,Bottle,Hyaluronic Acid,FALSE,France,2325
Magic Cleanser,Charlotte Tilbury,Cleanser,Occasional,112.11,4.8,7599,100ml,Dry,Male,Compact,Retinol,FALSE,USA,2326
Ultra Contour,Patrick Ta,Contour,Monthly,76.58,3.9,9074,200ml,Combination,Unisex,Stick,Aloe Vera,TRUE,South Korea,2327
Super Highlighter,Kiehl’s,Highlighter,Weekly,87.48,4.7,6022,250ml,Oily,Unisex,Tube,Salicylic Acid,FALSE,USA,2328
Magic Foundation,Sisley,Foundation,Monthly,19.66,2.0,3201,250ml,Oily,Unisex,Stick,Vitamin C,TRUE,Italy,2329
Magic Lip Liner,Bite Beauty,Lip Liner,Daily,64.33,4.8,6968,200ml,Normal,Female,Compact,Salicylic Acid,FALSE,USA,2330
Divine Lip Liner,Laura Mercier,Lip Liner,Occasional,38.56,3.7,4587,250ml,Normal,Male,Jar,Glycerin,FALSE,France,2331
Perfect Bronzer,Rare Beauty,Bronzer,Monthly,102.61,3.0,2223,30ml,Sensitive,Unisex,Compact,Retinol,TRUE,France,2332
Ultra Moisturizer,Rare Beauty,Moisturizer,Monthly,15.66,4.4,9542,100ml,Sensitive,Female,Stick,Vitamin C,TRUE,France,2333
Super Moisturizer,Sisley,Moisturizer,Daily,10.26,4.5,405,50ml,Oily,Female,Spray,Salicylic Acid,TRUE,UK,2334
Divine BB Cream,Drunk Elephant,BB Cream,Daily,24.51,1.0,1285,100ml,Sensitive,Female,Jar,Retinol,FALSE,Australia,2335
Magic Makeup Remover,Make Up For Ever,Makeup Remover,Weekly,100.44,4.6,4545,150ml,Combination,Unisex,Bottle,Retinol,TRUE,UK,2336
Divine BB Cream,Danessa Myricks,BB Cream,Weekly,149.3,3.7,928,30ml,Normal,Unisex,Jar,Retinol,FALSE,Japan,2337
Super Mascara,Kylie Cosmetics,Mascara,Occasional,77.14,3.0,4045,200ml,Oily,Unisex,Jar,Glycerin,TRUE,Italy,2338
Divine Lipstick,IT Cosmetics,Lipstick,Weekly,20.67,4.8,1559,100ml,Normal,Male,Bottle,Shea Butter,TRUE,Japan,2339
Divine Eyeliner,Pat McGrath Labs,Eyeliner,Daily,134.4,1.6,7428,200ml,Normal,Female,Spray,Glycerin,TRUE,UK,2340
Ultra Serum,Fenty Beauty,Serum,Monthly,110.83,1.0,4939,100ml,Oily,Female,Stick,Glycerin,FALSE,Australia,2341
Super Face Oil,Juvia’s Place,Face Oil,Daily,58.98,4.5,9687,50ml,Sensitive,Female,Tube,Shea Butter,FALSE,USA,2342
Ultra BB Cream,Kylie Cosmetics,BB Cream,Weekly,102.95,4.8,4713,150ml,Combination,Female,Compact,Glycerin,TRUE,Australia,2343
Divine Serum,Urban Decay,Serum,Daily,13.32,3.3,144,50ml,Oily,Male,Jar,Retinol,TRUE,South Korea,2344
Magic Foundation,E.l.f.,Foundation,Daily,117.46,2.3,5583,30ml,Dry,Unisex,Spray,Shea Butter,FALSE,Italy,2345
Divine Face Oil,Too Faced,Face Oil,Occasional,15.32,1.9,3045,150ml,Normal,Unisex,Compact,Shea Butter,FALSE,USA,2346
Magic Concealer,Danessa Myricks,Concealer,Daily,26.39,4.9,1848,100ml,Normal,Male,Jar,Hyaluronic Acid,TRUE,Japan,2347
Perfect Moisturizer,Natasha Denona,Moisturizer,Daily,129.21,4.8,8709,30ml,Combination,Unisex,Jar,Salicylic Acid,FALSE,UK,2348
Super Lip Gloss,Shiseido,Lip Gloss,Daily,67.64,4.4,7714,50ml,Sensitive,Male,Compact,Glycerin,TRUE,Italy,2349
Perfect Lip Liner,Milk Makeup,Lip Liner,Monthly,89.87,2.5,8475,250ml,Dry,Female,Tube,Shea Butter,TRUE,USA,2350
Ultra Face Oil,Tatcha,Face Oil,Monthly,18.34,3.3,3867,30ml,Dry,Male,Jar,Glycerin,FALSE,Australia,2351
Divine Exfoliator,Danessa Myricks,Exfoliator,Monthly,80.1,4.0,6442,250ml,Normal,Male,Jar,Hyaluronic Acid,FALSE,Germany,2352
Super Exfoliator,Bite Beauty,Exfoliator,Weekly,112.48,4.3,4590,50ml,Dry,Male,Bottle,Retinol,FALSE,South Korea,2353
Divine Powder,Make Up For Ever,Powder,Monthly,78.4,4.9,1460,100ml,Combination,Male,Spray,Shea Butter,TRUE,France,2354
Super Serum,Yves Saint Laurent,Serum,Daily,70.87,3.2,8586,100ml,Oily,Male,Bottle,Aloe Vera,FALSE,France,2355
Magic BB Cream,Farsali,BB Cream,Weekly,130.61,4.8,8175,30ml,Sensitive,Female,Tube,Shea Butter,FALSE,Australia,2356
Perfect Blush,Huda Beauty,Blush,Monthly,19.44,4.9,8395,30ml,Sensitive,Male,Bottle,Aloe Vera,TRUE,South Korea,2357
Magic Serum,Tatcha,Serum,Occasional,44.25,3.6,7779,200ml,Sensitive,Male,Jar,Shea Butter,FALSE,Japan,2358
Ultra Moisturizer,IT Cosmetics,Moisturizer,Monthly,33.89,2.1,5797,250ml,Dry,Unisex,Spray,Vitamin C,FALSE,USA,2359
Super Lip Gloss,Natasha Denona,Lip Gloss,Occasional,52.04,2.9,1614,200ml,Normal,Male,Stick,Glycerin,TRUE,USA,2360
Ultra Exfoliator,Kiehl’s,Exfoliator,Monthly,124.29,3.4,2388,100ml,Dry,Unisex,Spray,Retinol,TRUE,South Korea,2361
Ultra Lip Gloss,KVD Beauty,Lip Gloss,Weekly,25.82,4.0,2339,150ml,Oily,Unisex,Jar,Aloe Vera,TRUE,USA,2362
Divine Eyeliner,Ilia Beauty,Eyeliner,Weekly,15.84,4.0,4706,50ml,Oily,Unisex,Stick,Vitamin C,TRUE,USA,2363
Super Highlighter,Hourglass,Highlighter,Occasional,95.81,2.0,510,250ml,Oily,Male,Bottle,Hyaluronic Acid,FALSE,USA,2364
Super Cleanser,Make Up For Ever,Cleanser,Weekly,99.8,3.6,6163,50ml,Sensitive,Female,Tube,Shea Butter,FALSE,Australia,2365
Ultra Cleanser,Shiseido,Cleanser,Weekly,24.21,2.9,6649,30ml,Normal,Male,Spray,Aloe Vera,FALSE,USA,2366
Super Face Mask,Rare Beauty,Face Mask,Monthly,46.33,4.9,1596,30ml,Combination,Unisex,Bottle,Vitamin C,TRUE,Japan,2367
Super Eye Shadow,Kylie Cosmetics,Eye Shadow,Daily,63.59,4.1,9530,50ml,Oily,Female,Stick,Shea Butter,TRUE,Japan,2368
Divine Lip Gloss,Farsali,Lip Gloss,Daily,114.75,4.1,3822,150ml,Sensitive,Unisex,Bottle,Vitamin C,FALSE,Japan,2369
Perfect BB Cream,NARS,BB Cream,Weekly,137.82,4.8,7155,100ml,Oily,Female,Stick,Shea Butter,FALSE,UK,2370
Perfect Face Oil,Too Faced,Face Oil,Weekly,23.55,4.1,7466,100ml,Normal,Female,Jar,Hyaluronic Acid,TRUE,Germany,2371
Divine Face Mask,Becca,Face Mask,Daily,20.84,4.0,5919,50ml,Oily,Male,Jar,Vitamin C,FALSE,Japan,2372
Super Lipstick,Morphe,Lipstick,Daily,106.66,3.3,3678,200ml,Sensitive,Male,Jar,Aloe Vera,TRUE,Australia,2373
Ultra Bronzer,Urban Decay,Bronzer,Occasional,57.18,4.9,709,30ml,Oily,Male,Bottle,Retinol,TRUE,Italy,2374
Magic Moisturizer,Perricone MD,Moisturizer,Monthly,129.82,4.4,3043,250ml,Oily,Male,Bottle,Glycerin,FALSE,France,2375
Perfect Contour,IT Cosmetics,Contour,Monthly,15.99,2.7,9636,100ml,Oily,Male,Stick,Glycerin,TRUE,UK,2376
Super Lip Gloss,Fenty Beauty,Lip Gloss,Monthly,73.1,1.5,3978,250ml,Normal,Unisex,Spray,Vitamin C,FALSE,UK,2377
Perfect Eye Shadow,Danessa Myricks,Eye Shadow,Weekly,10.7,2.9,7079,50ml,Dry,Male,Compact,Glycerin,TRUE,Australia,2378
Ultra Lip Gloss,Pat McGrath Labs,Lip Gloss,Occasional,130.14,1.0,6033,50ml,Combination,Unisex,Spray,Salicylic Acid,FALSE,South Korea,2379
Super Contour,Clinique,Contour,Occasional,89.47,4.8,4631,250ml,Sensitive,Female,Jar,Hyaluronic Acid,TRUE,UK,2380
Magic Contour,Sisley,Contour,Monthly,52.09,3.4,6394,250ml,Dry,Male,Jar,Shea Butter,FALSE,UK,2381
Perfect Setting Spray,Milk Makeup,Setting Spray,Daily,50.56,1.0,2018,150ml,Sensitive,Male,Stick,Vitamin C,FALSE,Germany,2382
Magic Exfoliator,Kylie Cosmetics,Exfoliator,Weekly,141.3,2.0,7799,100ml,Sensitive,Female,Jar,Hyaluronic Acid,TRUE,France,2383
Super Blush,Milk Makeup,Blush,Weekly,84.84,4.2,1994,50ml,Combination,Unisex,Spray,Hyaluronic Acid,FALSE,Germany,2384
Ultra Eye Shadow,Urban Decay,Eye Shadow,Occasional,88.23,4.4,5164,100ml,Dry,Unisex,Compact,Retinol,TRUE,UK,2385
Perfect Foundation,Anastasia Beverly Hills,Foundation,Weekly,128.31,4.4,7897,100ml,Sensitive,Male,Bottle,Salicylic Acid,TRUE,USA,2386
Perfect Serum,Milk Makeup,Serum,Weekly,37.68,3.0,75,200ml,Oily,Unisex,Bottle,Vitamin C,TRUE,USA,2387
Divine Mascara,Yves Saint Laurent,Mascara,Daily,15.88,3.8,942,200ml,Normal,Unisex,Compact,Shea Butter,FALSE,Italy,2388
Perfect Mascara,Shiseido,Mascara,Monthly,129.72,5.0,8759,30ml,Combination,Female,Jar,Shea Butter,FALSE,South Korea,2389
Divine Makeup Remover,Becca,Makeup Remover,Weekly,76.03,3.5,6197,250ml,Oily,Female,Compact,Shea Butter,FALSE,Australia,2390
Perfect Concealer,Milk Makeup,Concealer,Occasional,44.52,2.0,1555,200ml,Dry,Unisex,Tube,Shea Butter,TRUE,USA,2391
Divine Eye Shadow,Milk Makeup,Eye Shadow,Monthly,61.98,2.0,4168,100ml,Dry,Male,Bottle,Hyaluronic Acid,FALSE,Japan,2392
Super Moisturizer,Yves Saint Laurent,Moisturizer,Daily,62.66,4.5,4635,30ml,Combination,Unisex,Compact,Aloe Vera,TRUE,Japan,2393
Divine BB Cream,Shiseido,BB Cream,Weekly,86.62,4.3,6736,50ml,Combination,Unisex,Bottle,Retinol,FALSE,Germany,2394
Perfect Setting Spray,RMS Beauty,Setting Spray,Weekly,136.76,4.0,220,150ml,Sensitive,Male,Tube,Retinol,TRUE,Germany,2395
Divine Lip Gloss,Charlotte Tilbury,Lip Gloss,Weekly,64.89,4.6,5137,100ml,Sensitive,Female,Stick,Shea Butter,FALSE,France,2396
Divine Concealer,Rare Beauty,Concealer,Occasional,38.18,2.6,9098,250ml,Sensitive,Male,Bottle,Aloe Vera,FALSE,South Korea,2397
Perfect Face Mask,Fenty Beauty,Face Mask,Occasional,113.71,4.7,5695,30ml,Dry,Male,Spray,Retinol,FALSE,USA,2398
Perfect Eyeliner,Pat McGrath Labs,Eyeliner,Monthly,148.42,3.0,2121,250ml,Dry,Female,Stick,Hyaluronic Acid,FALSE,Germany,2399
Super Mascara,Charlotte Tilbury,Mascara,Daily,129.15,4.4,9266,50ml,Sensitive,Unisex,Bottle,Hyaluronic Acid,FALSE,France,2400
Perfect Highlighter,Tarte,Highlighter,Weekly,148.58,4.6,374,50ml,Combination,Male,Tube,Hyaluronic Acid,FALSE,Germany,2401
Perfect Blush,NARS,Blush,Daily,20.91,2.5,4661,30ml,Normal,Male,Spray,Hyaluronic Acid,FALSE,Australia,2402
Magic Bronzer,Perricone MD,Bronzer,Occasional,56.85,4.6,7782,100ml,Oily,Unisex,Tube,Aloe Vera,FALSE,Italy,2403
Super Primer,E.l.f.,Primer,Weekly,60.17,4.5,4580,150ml,Sensitive,Female,Tube,Glycerin,FALSE,USA,2404
Perfect Bronzer,Juvia’s Place,Bronzer,Weekly,87.57,3.4,5416,100ml,Dry,Unisex,Compact,Glycerin,FALSE,Australia,2405
Super Eyeliner,Glossier,Eyeliner,Monthly,106.93,4.0,9508,250ml,Sensitive,Female,Jar,Shea Butter,FALSE,Germany,2406
Divine Face Mask,Glossier,Face Mask,Weekly,111.62,4.6,3208,100ml,Dry,Female,Stick,Vitamin C,TRUE,South Korea,2407
Magic Serum,Patrick Ta,Serum,Monthly,81.03,3.7,5191,250ml,Normal,Female,Stick,Glycerin,TRUE,UK,2408
Divine Foundation,Natasha Denona,Foundation,Daily,99.36,4.4,1158,150ml,Normal,Unisex,Compact,Salicylic Acid,FALSE,USA,2409
Super Powder,E.l.f.,Powder,Daily,136.13,2.4,3968,100ml,Sensitive,Male,Stick,Glycerin,FALSE,South Korea,2410
Divine Mascara,Kylie Cosmetics,Mascara,Weekly,128.98,4.4,5952,150ml,Combination,Unisex,Stick,Hyaluronic Acid,TRUE,Japan,2411
Perfect Eyeliner,Milk Makeup,Eyeliner,Monthly,49.98,3.8,5457,50ml,Sensitive,Male,Jar,Vitamin C,FALSE,South Korea,2412
Super Foundation,RMS Beauty,Foundation,Daily,107.73,4.7,1865,30ml,Sensitive,Female,Compact,Retinol,FALSE,South Korea,2413
Perfect Exfoliator,Urban Decay,Exfoliator,Weekly,140.6,4.8,4287,200ml,Combination,Female,Bottle,Shea Butter,TRUE,Germany,2414
Perfect Face Mask,Milk Makeup,Face Mask,Monthly,98.31,4.1,4958,30ml,Combination,Female,Stick,Shea Butter,FALSE,Germany,2415
Ultra Contour,Perricone MD,Contour,Weekly,41.97,4.4,4635,30ml,Dry,Male,Compact,Hyaluronic Acid,TRUE,Japan,2416
Super Lip Liner,Make Up For Ever,Lip Liner,Occasional,90.39,3.3,5126,250ml,Normal,Female,Spray,Shea Butter,TRUE,Australia,2417
Divine Eyeliner,Rare Beauty,Eyeliner,Daily,61.6,4.0,3230,50ml,Oily,Unisex,Stick,Hyaluronic Acid,FALSE,Germany,2418
Magic Eyeliner,Morphe,Eyeliner,Weekly,136.78,5.0,7174,100ml,Oily,Unisex,Bottle,Salicylic Acid,TRUE,Australia,2419
Divine Lip Liner,Juvia’s Place,Lip Liner,Monthly,97.0,1.1,6602,100ml,Normal,Male,Jar,Shea Butter,FALSE,USA,2420
Magic Highlighter,Drunk Elephant,Highlighter,Weekly,95.93,4.1,7531,30ml,Sensitive,Female,Tube,Retinol,FALSE,Germany,2421
Divine Exfoliator,Juvia’s Place,Exfoliator,Occasional,134.45,4.8,2717,30ml,Sensitive,Unisex,Stick,Salicylic Acid,FALSE,France,2422
Magic Eye Shadow,Make Up For Ever,Eye Shadow,Occasional,45.55,4.8,3605,200ml,Dry,Female,Spray,Glycerin,FALSE,France,2423
Divine Highlighter,Clinique,Highlighter,Daily,110.93,4.3,7510,250ml,Sensitive,Male,Bottle,Retinol,TRUE,Japan,2424
Perfect BB Cream,Kiehl’s,BB Cream,Occasional,63.32,4.9,7676,150ml,Oily,Unisex,Jar,Salicylic Acid,FALSE,USA,2425
Super Eye Shadow,Tarte,Eye Shadow,Weekly,144.94,3.5,857,50ml,Dry,Male,Stick,Shea Butter,TRUE,South Korea,2426
Perfect Powder,NARS,Powder,Monthly,26.9,3.7,8523,250ml,Sensitive,Female,Tube,Retinol,TRUE,France,2427
Divine Moisturizer,IT Cosmetics,Moisturizer,Weekly,79.62,3.3,6686,100ml,Dry,Female,Jar,Hyaluronic Acid,TRUE,France,2428
Ultra Moisturizer,Laura Mercier,Moisturizer,Occasional,50.57,3.2,3114,250ml,Sensitive,Female,Compact,Glycerin,FALSE,France,2429
Ultra Contour,Kylie Cosmetics,Contour,Daily,31.22,4.8,7888,30ml,Sensitive,Female,Jar,Salicylic Acid,FALSE,France,2430
