Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin,ID
Perfect Bronzer,NARS,Eyeliner,Occasional,57.63,3.6,3988,50ml,Normal,Male,Compact,Hyaluronic Acid,TRUE,France,5359
Perfect Exfoliator,Farsali,Setting Spray,Occasional,51.56,3.6,7389,100ml,Combination,Male,Spray,Hyaluronic Acid,FALSE,Italy,5360
Magic Eyeliner,Glossier,Face Oil,Monthly,43.8,3.6,4488,150ml,Combination,Male,Stick,Aloe Vera,TRUE,Germany,5361
Perfect Contour,Charlotte Tilbury,Blush,Occasional,129.13,3.6,7393,150ml,Dry,Male,Bottle,Vitamin C,FALSE,South Korea,5362
Divine Eye Shadow,Bobby Brown,BB Cream,Daily,142.78,3.6,2179,100ml,Dry,Female,Stick,Retinol,FALSE,Italy,5363
Ultra Lip Gloss,Rare Beauty,Setting Spray,Occasional,53.04,3.6,2303,50ml,Combination,Male,Compact,Shea Butter,TRUE,USA,5364
Super CC Cream,Clinique,Blush,Daily,110.64,3.6,5299,250ml,Normal,Male,Stick,Shea Butter,TRUE,Japan,5365
Divine Cleanser,Urban Decay,Face Oil,Monthly,120.78,3.6,1093,30ml,Sensitive,Female,Tube,Hyaluronic Acid,TRUE,France,5366
Perfect Moisturizer,Clinique,Blush,Weekly,58.49,3.6,1191,100ml,Combination,Unisex,Tube,Glycerin,TRUE,Italy,5367
Divine Lip Liner,Natasha Denona,Blush,Monthly,12.39,3.6,5461,200ml,Normal,Female,Stick,Shea Butter,FALSE,Australia,5368
Perfect Powder,Farsali,Makeup Remover,Daily,120.51,3.6,9015,100ml,Oily,Female,Spray,Vitamin C,TRUE,Australia,5369
Perfect Eyeliner,KVD Beauty,Serum,Weekly,103.07,3.6,3073,250ml,Dry,Male,Spray,Salicylic Acid,TRUE,Italy,5370
Divine Powder,Yves Saint Laurent,Eyeliner,Occasional,24.25,3.6,8283,150ml,Normal,Male,Spray,Retinol,FALSE,Germany,5371
Perfect Lipstick,Laura Mercier,CC Cream,Daily,68.56,3.6,7044,50ml,Dry,Unisex,Compact,Aloe Vera,FALSE,Japan,5372
Perfect Face Oil,Huda Beauty,Moisturizer,Daily,143.21,3.6,4021,100ml,Oily,Unisex,Stick,Retinol,FALSE,France,5373
Magic Lip Liner,NARS,Face Oil,Monthly,57.66,3.6,9028,100ml,Normal,Female,Compact,Aloe Vera,TRUE,Australia,5374
Perfect Eyeliner,Laura Mercier,Foundation,Monthly,114.2,3.6,6448,50ml,Dry,Unisex,Spray,Salicylic Acid,TRUE,UK,5375
Ultra Setting Spray,Tarte,BB Cream,Occasional,135.74,3.6,7552,150ml,Combination,Female,Spray,Retinol,FALSE,South Korea,5376
Perfect Mascara,Yves Saint Laurent,Powder,Weekly,61.84,3.6,1150,250ml,Normal,Male,Bottle,Retinol,FALSE,South Korea,5377
Ultra Eyeliner,Shiseido,Eyeliner,Occasional,40.98,3.6,2328,200ml,Sensitive,Unisex,Jar,Shea Butter,TRUE,South Korea,5378
Divine Exfoliator,Shiseido,Mascara,Monthly,69.43,3.6,8754,50ml,Sensitive,Female,Stick,Aloe Vera,FALSE,South Korea,5379
Ultra Exfoliator,RMS Beauty,Moisturizer,Occasional,93.66,3.6,1376,150ml,Normal,Male,Bottle,Retinol,TRUE,Japan,5380
Magic Contour,KVD Beauty,Setting Spray,Weekly,117.96,3.6,7082,100ml,Combination,Female,Stick,Glycerin,FALSE,Australia,5381
Ultra Lipstick,Clinique,Exfoliator,Occasional,114.14,3.6,3438,150ml,Sensitive,Male,Jar,Retinol,TRUE,South Korea,5382
Magic Concealer,Pat McGrath Labs,Powder,Daily,89.68,3.6,378,100ml,Combination,Unisex,Stick,Glycerin,TRUE,UK,5383
Perfect Eyeliner,Kylie Cosmetics,BB Cream,Daily,11.6,3.6,1319,30ml,Dry,Female,Bottle,Shea Butter,TRUE,Australia,5384
Divine Face Oil,Danessa Myricks,CC Cream,Occasional,23.06,3.6,5844,200ml,Sensitive,Unisex,Stick,Hyaluronic Acid,FALSE,Germany,5385
Divine Eyeliner,Becca,Serum,Daily,120.85,3.6,2127,150ml,Sensitive,Female,Bottle,Shea Butter,TRUE,Germany,5386
Divine Foundation,Sisley,Foundation,Weekly,55.0,3.6,9811,200ml,Combination,Female,Bottle,Hyaluronic Acid,TRUE,France,5387
Ultra Contour,Danessa Myricks,Face Oil,Monthly,110.48,3.6,342,30ml,Oily,Unisex,Jar,Vitamin C,FALSE,USA,5388
Divine Eyeliner,Clinique,Blush,Occasional,80.32,3.6,8506,200ml,Normal,Male,Compact,Aloe Vera,TRUE,Italy,5389
Ultra Lip Gloss,Shiseido,Contour,Weekly,24.88,3.6,9941,50ml,Oily,Female,Compact,Aloe Vera,TRUE,France,5390
Super Eye Shadow,Juvia’s Place,BB Cream,Occasional,24.81,3.6,3117,50ml,Normal,Female,Stick,Vitamin C,TRUE,Japan,5391
Divine Lipstick,Yves Saint Laurent,Primer,Weekly,72.93,3.6,9136,50ml,Dry,Female,Tube,Shea Butter,FALSE,USA,5392
Perfect Lip Liner,Bobby Brown,Setting Spray,Monthly,32.03,3.6,2788,100ml,Oily,Female,Stick,Hyaluronic Acid,FALSE,Japan,5393
Magic Makeup Remover,Charlotte Tilbury,BB Cream,Occasional,86.68,3.6,8986,100ml,Normal,Male,Stick,Retinol,FALSE,Japan,5394
Super Cleanser,Milk Makeup,Blush,Monthly,79.39,3.6,2332,150ml,Sensitive,Unisex,Compact,Hyaluronic Acid,TRUE,Australia,5395
Magic Makeup Remover,Morphe,Contour,Daily,119.51,3.6,4355,150ml,Sensitive,Male,Spray,Salicylic Acid,TRUE,Germany,5396
Perfect Lip Gloss,Becca,Face Mask,Occasional,32.52,3.6,4838,200ml,Combination,Unisex,Compact,Glycerin,TRUE,Australia,5397
Ultra Bronzer,NARS,Bronzer,Occasional,74.13,3.6,6794,30ml,Combination,Male,Tube,Vitamin C,TRUE,USA,5398
Super Foundation,Urban Decay,Bronzer,Weekly,44.35,3.6,6765,30ml,Oily,Male,Spray,Glycerin,FALSE,Italy,5399
Magic CC Cream,Farsali,Lip Liner,Monthly,63.9,3.6,3083,150ml,Oily,Female,Compact,Glycerin,TRUE,Australia,5400
Divine Foundation,Natasha Denona,Moisturizer,Weekly,42.9,3.6,9503,250ml,Oily,Unisex,Bottle,Retinol,TRUE,UK,5401
Magic Makeup Remover,Hourglass,Mascara,Weekly,145.51,3.6,9791,50ml,Combination,Female,Bottle,Hyaluronic Acid,TRUE,UK,5402
Divine Face Oil,Make Up For Ever,CC Cream,Occasional,32.31,3.6,951,200ml,Oily,Male,Spray,Salicylic Acid,FALSE,Japan,5403
Ultra Makeup Remover,Too Faced,Serum,Occasional,77.17,3.6,1364,100ml,Normal,Female,Bottle,Aloe Vera,FALSE,UK,5404
Super BB Cream,Make Up For Ever,Lip Gloss,Monthly,77.12,3.6,6779,50ml,Dry,Female,Tube,Glycerin,FALSE,Japan,5405
Ultra Serum,Bite Beauty,CC Cream,Occasional,82.79,3.6,663,200ml,Oily,Unisex,Compact,Vitamin C,TRUE,France,5406
Perfect Face Mask,Bobby Brown,Blush,Occasional,87.76,3.6,4803,150ml,Sensitive,Female,Bottle,Glycerin,FALSE,South Korea,5407
Ultra Eyeliner,Kiehl’s,Face Mask,Daily,30.48,3.6,3623,200ml,Normal,Unisex,Spray,Hyaluronic Acid,TRUE,UK,5408
Divine Face Mask,Tarte,Eye Shadow,Daily,107.19,3.6,171,150ml,Combination,Unisex,Bottle,Vitamin C,TRUE,Australia,5409
Ultra Mascara,Tatcha,Cleanser,Occasional,72.9,3.6,7838,200ml,Sensitive,Male,Stick,Hyaluronic Acid,TRUE,USA,5410
Super Bronzer,Danessa Myricks,Cleanser,Weekly,126.32,3.6,9290,150ml,Oily,Unisex,Jar,Salicylic Acid,FALSE,Japan,5411
Ultra Mascara,Clinique,Cleanser,Monthly,114.18,3.6,8251,50ml,Oily,Male,Stick,Shea Butter,FALSE,South Korea,5412
Perfect Concealer,Juvia’s Place,BB Cream,Daily,36.77,3.6,6532,200ml,Sensitive,Male,Stick,Salicylic Acid,TRUE,Japan,5413
Ultra Serum,NARS,BB Cream,Weekly,148.9,3.6,5605,30ml,Dry,Unisex,Tube,Aloe Vera,TRUE,UK,5414
Divine Lip Liner,Kylie Cosmetics,Lip Gloss,Weekly,107.8,3.6,6874,200ml,Normal,Unisex,Jar,Retinol,TRUE,UK,5415
Super Mascara,IT Cosmetics,Concealer,Occasional,20.81,3.6,1670,200ml,Normal,Male,Bottle,Vitamin C,FALSE,France,5416
Divine Setting Spray,Laura Mercier,Foundation,Daily,43.96,3.6,521,150ml,Dry,Female,Stick,Vitamin C,TRUE,USA,5417
Magic Makeup Remover,NARS,Cleanser,Daily,65.38,3.6,7123,30ml,Sensitive,Unisex,Compact,Salicylic Acid,TRUE,France,5418
Magic Foundation,IT Cosmetics,Contour,Monthly,140.79,3.6,5787,100ml,Normal,Male,Tube,Salicylic Acid,FALSE,South Korea,5419
Super Face Mask,Laura Mercier,Foundation,Weekly,27.26,3.6,503,200ml,Normal,Unisex,Spray,Aloe Vera,TRUE,Germany,5420
Magic Serum,Too Faced,Face Mask,Occasional,127.03,3.6,9583,150ml,Sensitive,Unisex,Stick,Retinol,FALSE,South Korea,5421
Perfect Foundation,Laura Mercier,Face Mask,Occasional,79.5,3.6,9660,50ml,Oily,Male,Tube,Glycerin,TRUE,Australia,5422
Magic Blush,Rare Beauty,CC Cream,Daily,65.2,3.6,9857,150ml,Dry,Unisex,Spray,Aloe Vera,TRUE,UK,5423
Magic Powder,Danessa Myricks,BB Cream,Daily,37.53,3.6,2680,150ml,Dry,Female,Compact,Salicylic Acid,FALSE,UK,5424
Divine Eyeliner,Natasha Denona,Serum,Occasional,110.75,3.6,1152,100ml,Combination,Unisex,Bottle,Vitamin C,FALSE,UK,5425
Super Exfoliator,Bite Beauty,Powder,Occasional,116.28,3.6,6694,150ml,Combination,Female,Spray,Retinol,TRUE,France,5426
Ultra Eye Shadow,Yves Saint Laurent,CC Cream,Monthly,140.9,3.6,6160,50ml,Sensitive,Male,Compact,Hyaluronic Acid,FALSE,Germany,5427
Divine Setting Spray,Too Faced,Highlighter,Weekly,131.44,3.6,241,150ml,Normal,Female,Jar,Salicylic Acid,FALSE,Italy,5428
Magic Lipstick,Juvia’s Place,Lip Gloss,Weekly,122.6,3.6,5100,150ml,Normal,Female,Spray,Salicylic Acid,TRUE,Australia,5429
Ultra Lip Gloss,Shiseido,Foundation,Occasional,98.25,3.6,2623,150ml,Dry,Male,Spray,Shea Butter,FALSE,USA,5430
Divine Exfoliator,Tarte,Mascara,Weekly,86.77,3.6,9085,30ml,Oily,Male,Stick,Hyaluronic Acid,FALSE,South Korea,5431
Magic Face Oil,ColourPop,BB Cream,Weekly,103.77,3.6,4382,50ml,Combination,Male,Bottle,Shea Butter,TRUE,Italy,5432
Perfect Cleanser,Farsali,Exfoliator,Occasional,10.67,3.6,9636,100ml,Dry,Female,Spray,Vitamin C,FALSE,Australia,5433
Super Highlighter,Tarte,Exfoliator,Occasional,148.7,3.5,5380,100ml,Normal,Unisex,Stick,Retinol,FALSE,Australia,5434
Perfect BB Cream,Natasha Denona,Powder,Occasional,15.83,3.5,7966,100ml,Oily,Female,Jar,Shea Butter,TRUE,Italy,5435
Super Face Mask,Shiseido,Setting Spray,Daily,43.51,3.5,3246,50ml,Dry,Male,Compact,Glycerin,TRUE,USA,5436
Ultra Serum,Patrick Ta,Moisturizer,Weekly,108.06,3.5,1467,150ml,Oily,Male,Spray,Retinol,TRUE,Germany,5437
Ultra Face Oil,Tarte,Foundation,Daily,22.49,3.5,9078,30ml,Sensitive,Male,Compact,Retinol,FALSE,Italy,5438
Ultra Cleanser,Ilia Beauty,Face Oil,Daily,27.29,3.5,6783,30ml,Oily,Unisex,Tube,Hyaluronic Acid,FALSE,France,5439
Divine Eye Shadow,Bite Beauty,Serum,Monthly,106.8,3.5,8552,200ml,Sensitive,Unisex,Compact,Retinol,TRUE,France,5440
Magic Moisturizer,RMS Beauty,Serum,Daily,18.16,3.5,7572,50ml,Dry,Male,Bottle,Shea Butter,FALSE,Australia,5441
Perfect Makeup Remover,RMS Beauty,Lip Liner,Daily,60.46,3.5,4261,100ml,Combination,Female,Bottle,Aloe Vera,TRUE,France,5442
Ultra Highlighter,Glossier,Makeup Remover,Weekly,81.47,3.5,7022,150ml,Sensitive,Male,Compact,Vitamin C,TRUE,South Korea,5443
Perfect Powder,Laura Mercier,Contour,Occasional,64.75,3.5,1783,150ml,Oily,Unisex,Spray,Hyaluronic Acid,TRUE,Japan,5444
Divine Lip Gloss,Juvia’s Place,Cleanser,Occasional,137.69,3.5,5234,250ml,Combination,Male,Jar,Salicylic Acid,FALSE,Australia,5445
Super Cleanser,Becca,Eye Shadow,Weekly,139.22,3.5,8580,150ml,Dry,Male,Jar,Vitamin C,TRUE,South Korea,5446
Super Lip Gloss,Make Up For Ever,BB Cream,Occasional,36.54,3.5,3958,250ml,Combination,Male,Jar,Aloe Vera,TRUE,Italy,5447
Ultra Contour,Farsali,Lip Liner,Occasional,76.07,3.5,8209,30ml,Combination,Female,Jar,Shea Butter,FALSE,UK,5448
Perfect Cleanser,Make Up For Ever,Setting Spray,Daily,54.57,3.5,480,250ml,Normal,Male,Tube,Vitamin C,FALSE,Australia,5449
Divine Foundation,Anastasia Beverly Hills,BB Cream,Weekly,70.9,3.5,7993,250ml,Normal,Unisex,Stick,Shea Butter,FALSE,Germany,5450
Divine Highlighter,Fenty Beauty,Mascara,Daily,81.64,3.5,3445,150ml,Sensitive,Unisex,Tube,Glycerin,TRUE,South Korea,5451
Super Bronzer,Charlotte Tilbury,Mascara,Occasional,53.53,3.5,1514,250ml,Oily,Female,Compact,Hyaluronic Acid,FALSE,USA,5452
Magic Primer,Drunk Elephant,Primer,Occasional,143.95,3.5,5309,30ml,Dry,Female,Stick,Shea Butter,FALSE,UK,5453
Divine Blush,Glossier,Makeup Remover,Weekly,56.02,3.5,4409,100ml,Dry,Male,Jar,Aloe Vera,FALSE,UK,5454
Magic Serum,IT Cosmetics,Lip Liner,Daily,120.48,3.5,2259,100ml,Oily,Female,Jar,Salicylic Acid,FALSE,Japan,5455
Divine Makeup Remover,Morphe,Exfoliator,Occasional,42.45,3.5,1341,150ml,Sensitive,Male,Bottle,Shea Butter,TRUE,Australia,5456
Divine Lip Gloss,Laura Mercier,Mascara,Daily,69.11,3.5,996,250ml,Oily,Unisex,Spray,Hyaluronic Acid,FALSE,Japan,5457
Ultra Primer,Rare Beauty,Concealer,Occasional,135.06,3.5,8355,250ml,Combination,Unisex,Stick,Aloe Vera,TRUE,Japan,5458
Divine Makeup Remover,Ilia Beauty,Lip Gloss,Monthly,82.96,3.5,7242,30ml,Combination,Male,Compact,Shea Butter,TRUE,Japan,5459
Perfect Exfoliator,Fenty Beauty,Setting Spray,Weekly,88.73,3.5,1111,100ml,Dry,Female,Spray,Retinol,FALSE,Germany,5460
Super Exfoliator,Morphe,Eye Shadow,Occasional,47.22,3.5,8794,30ml,Oily,Female,Compact,Vitamin C,TRUE,Japan,5461
Divine Makeup Remover,Bite Beauty,Highlighter,Monthly,111.59,3.5,2327,100ml,Oily,Unisex,Bottle,Salicylic Acid,FALSE,France,5462
Super Face Mask,Kiehl’s,CC Cream,Weekly,34.68,3.5,6838,150ml,Combination,Unisex,Compact,Hyaluronic Acid,TRUE,Italy,5463
Divine Exfoliator,Make Up For Ever,Primer,Occasional,27.75,3.5,3651,50ml,Normal,Male,Stick,Shea Butter,FALSE,Australia,5464
Perfect Lip Gloss,Charlotte Tilbury,Lip Liner,Weekly,34.52,3.5,9621,30ml,Oily,Unisex,Stick,Retinol,FALSE,South Korea,5465
Magic Eye Shadow,Shiseido,Setting Spray,Monthly,33.41,3.5,3405,30ml,Sensitive,Female,Stick,Retinol,TRUE,Japan,5466
Divine Cleanser,Clinique,Blush,Weekly,80.57,3.5,9393,150ml,Sensitive,Unisex,Compact,Glycerin,TRUE,France,5467
Ultra Blush,Kylie Cosmetics,Primer,Weekly,86.81,3.5,9636,200ml,Sensitive,Unisex,Spray,Aloe Vera,FALSE,Germany,5468
Magic Face Oil,Becca,Cleanser,Weekly,58.83,3.5,6503,50ml,Combination,Female,Compact,Shea Butter,FALSE,Germany,5469
Divine Serum,Too Faced,Serum,Monthly,50.41,3.5,4983,150ml,Combination,Male,Bottle,Salicylic Acid,FALSE,Australia,5470
Divine Contour,Tatcha,Face Mask,Daily,99.23,3.5,8307,200ml,Dry,Female,Jar,Salicylic Acid,TRUE,Australia,5471
Divine Foundation,Tarte,Serum,Monthly,76.37,3.5,3810,50ml,Combination,Male,Bottle,Aloe Vera,TRUE,South Korea,5472
Super Contour,Juvia’s Place,CC Cream,Occasional,96.86,3.5,4800,250ml,Combination,Male,Spray,Glycerin,TRUE,Japan,5473
Magic Lip Liner,Rare Beauty,Cleanser,Daily,66.6,3.5,8532,150ml,Sensitive,Unisex,Stick,Retinol,FALSE,UK,5474
Perfect Moisturizer,Bite Beauty,Eye Shadow,Monthly,108.29,3.5,3181,50ml,Dry,Male,Spray,Aloe Vera,FALSE,Italy,5475
Ultra Cleanser,IT Cosmetics,Lip Gloss,Weekly,66.97,3.5,6994,100ml,Combination,Male,Spray,Glycerin,FALSE,Germany,5476
Ultra BB Cream,Hourglass,Primer,Weekly,148.76,3.5,5768,150ml,Dry,Unisex,Stick,Retinol,FALSE,Italy,5477
Super Eyeliner,IT Cosmetics,BB Cream,Daily,55.94,3.5,3950,50ml,Oily,Male,Spray,Hyaluronic Acid,TRUE,USA,5478
Perfect Lip Gloss,KVD Beauty,Contour,Occasional,60.04,3.5,5080,100ml,Sensitive,Male,Tube,Retinol,FALSE,Italy,5479
Divine Powder,Too Faced,Serum,Weekly,44.44,3.5,7425,50ml,Oily,Male,Spray,Retinol,TRUE,Italy,5480
Ultra Mascara,IT Cosmetics,Powder,Weekly,134.14,3.5,3153,50ml,Combination,Female,Jar,Glycerin,TRUE,Japan,5481
Ultra Eyeliner,Farsali,CC Cream,Monthly,29.64,3.5,8771,250ml,Dry,Female,Tube,Salicylic Acid,FALSE,UK,5482
Super Lipstick,Make Up For Ever,Mascara,Monthly,12.38,3.5,7251,100ml,Combination,Female,Jar,Salicylic Acid,FALSE,Italy,5483
Magic Highlighter,Kiehl’s,Exfoliator,Weekly,124.36,3.5,9131,200ml,Dry,Unisex,Compact,Salicylic Acid,TRUE,Japan,5484
Divine Primer,Perricone MD,BB Cream,Monthly,41.91,3.5,9778,100ml,Sensitive,Female,Stick,Aloe Vera,TRUE,Australia,5485
Perfect Moisturizer,Drunk Elephant,Foundation,Daily,138.8,3.5,3400,100ml,Normal,Female,Stick,Vitamin C,TRUE,South Korea,5486
Magic Mascara,Huda Beauty,Primer,Monthly,117.05,3.5,9825,50ml,Dry,Male,Spray,Vitamin C,TRUE,France,5487
Super Cleanser,Bobby Brown,Exfoliator,Occasional,35.05,3.5,7174,250ml,Combination,Female,Bottle,Hyaluronic Acid,TRUE,France,5488
Magic Concealer,Patrick Ta,Cleanser,Occasional,55.27,3.5,749,100ml,Dry,Unisex,Tube,Salicylic Acid,FALSE,USA,5489
Super Cleanser,RMS Beauty,Contour,Daily,61.42,3.5,2079,30ml,Sensitive,Female,Stick,Hyaluronic Acid,FALSE,Japan,5490
Ultra Setting Spray,Sisley,Blush,Occasional,40.23,3.5,2400,50ml,Combination,Male,Tube,Vitamin C,FALSE,Australia,5491
Ultra Setting Spray,Farsali,Makeup Remover,Monthly,15.1,3.5,5112,100ml,Sensitive,Female,Jar,Retinol,FALSE,Italy,5492
Super Contour,Huda Beauty,Powder,Weekly,53.79,3.5,5429,30ml,Dry,Male,Stick,Hyaluronic Acid,TRUE,USA,5493
Super Setting Spray,Perricone MD,Serum,Daily,41.72,3.5,7200,30ml,Oily,Female,Bottle,Salicylic Acid,TRUE,Germany,5494
Super Mascara,Charlotte Tilbury,Mascara,Daily,36.18,3.5,2080,30ml,Dry,Male,Spray,Vitamin C,TRUE,USA,5495
Magic Makeup Remover,Too Faced,Bronzer,Weekly,28.92,3.5,7718,30ml,Combination,Unisex,Tube,Hyaluronic Acid,FALSE,Australia,5496
Super Contour,RMS Beauty,Makeup Remover,Occasional,81.7,3.5,4365,100ml,Oily,Male,Spray,Retinol,FALSE,France,5497
Perfect Face Oil,Kiehl’s,Face Oil,Occasional,43.57,3.5,271,200ml,Dry,Unisex,Bottle,Aloe Vera,FALSE,USA,5498
Perfect Eyeliner,Charlotte Tilbury,BB Cream,Daily,88.4,3.5,7002,150ml,Normal,Female,Jar,Aloe Vera,FALSE,South Korea,5499
Perfect BB Cream,RMS Beauty,Foundation,Monthly,40.35,3.5,7285,30ml,Dry,Female,Compact,Salicylic Acid,FALSE,Italy,5500
Super Moisturizer,Patrick Ta,CC Cream,Monthly,82.49,3.5,1071,100ml,Normal,Female,Compact,Vitamin C,FALSE,France,5501
Magic Mascara,Hourglass,Concealer,Weekly,140.54,3.5,2495,30ml,Normal,Unisex,Jar,Shea Butter,FALSE,Australia,5502
Super Exfoliator,RMS Beauty,Concealer,Daily,44.31,3.5,6657,150ml,Combination,Female,Stick,Aloe Vera,FALSE,USA,5503
Super Highlighter,Tarte,Concealer,Monthly,103.33,3.5,1127,200ml,Combination,Male,Tube,Retinol,TRUE,Japan,5504
Perfect Lip Liner,Bourjois,Makeup Remover,Daily,115.68,3.5,3228,100ml,Dry,Unisex,Compact,Glycerin,TRUE,South Korea,5505
Ultra Exfoliator,IT Cosmetics,Face Oil,Weekly,63.65,3.5,6733,250ml,Sensitive,Male,Jar,Shea Butter,FALSE,Germany,5506
Magic Makeup Remover,Huda Beauty,Eyeliner,Monthly,117.66,3.5,4928,150ml,Oily,Unisex,Jar,Hyaluronic Acid,FALSE,USA,5507
Magic Concealer,Ilia Beauty,Blush,Occasional,67.98,3.5,4233,50ml,Combination,Unisex,Compact,Aloe Vera,TRUE,UK,5508
Magic Lip Gloss,Ilia Beauty,Makeup Remover,Daily,106.36,3.5,9067,200ml,Combination,Female,Jar,Retinol,FALSE,Italy,5509
Ultra Lipstick,NARS,Lip Gloss,Monthly,146.03,3.5,5587,250ml,Combination,Unisex,Compact,Retinol,TRUE,France,5510
Perfect Serum,Huda Beauty,Makeup Remover,Daily,77.2,3.5,5938,250ml,Dry,Male,Compact,Aloe Vera,FALSE,South Korea,5511
Super Concealer,Urban Decay,Foundation,Occasional,79.61,3.5,5904,50ml,Combination,Female,Spray,Aloe Vera,TRUE,South Korea,5512
Magic Lip Liner,Milk Makeup,Highlighter,Daily,144.71,3.5,1246,100ml,Normal,Unisex,Stick,Aloe Vera,TRUE,Italy,5513
Magic Lip Liner,Anastasia Beverly Hills,Contour,Daily,139.75,3.5,2808,30ml,Combination,Female,Stick,Hyaluronic Acid,TRUE,South Korea,5514
Divine Highlighter,Ilia Beauty,Powder,Monthly,99.1,3.5,5529,250ml,Oily,Unisex,Stick,Aloe Vera,FALSE,France,5515
Magic Lip Liner,Clinique,Mascara,Occasional,138.49,3.5,6020,250ml,Sensitive,Male,Bottle,Hyaluronic Acid,FALSE,Germany,5516
Divine Serum,Milk Makeup,Moisturizer,Daily,31.78,3.5,3436,150ml,Normal,Female,Compact,Aloe Vera,FALSE,Japan,5517
Perfect CC Cream,Juvia’s Place,Eye Shadow,Monthly,22.64,3.5,6136,250ml,Combination,Unisex,Stick,Hyaluronic Acid,TRUE,UK,5518
Magic Exfoliator,Hourglass,Face Oil,Monthly,123.0,3.5,1577,30ml,Oily,Female,Jar,Hyaluronic Acid,TRUE,USA,5519
Super Lip Liner,Danessa Myricks,Face Mask,Occasional,18.04,3.5,168,30ml,Combination,Male,Stick,Hyaluronic Acid,FALSE,Japan,5520
Ultra Contour,Sisley,Exfoliator,Occasional,125.47,3.5,4319,200ml,Dry,Female,Bottle,Shea Butter,FALSE,Australia,5521
Perfect CC Cream,Perricone MD,Foundation,Weekly,112.23,3.5,3093,50ml,Normal,Unisex,Compact,Shea Butter,TRUE,Japan,5522
Divine BB Cream,Clinique,Powder,Occasional,92.7,3.5,8627,50ml,Sensitive,Female,Spray,Shea Butter,FALSE,Japan,5523
Divine Exfoliator,Make Up For Ever,Powder,Monthly,21.81,3.5,1030,50ml,Combination,Female,Jar,Retinol,TRUE,France,5524
Divine Lip Gloss,Pat McGrath Labs,Primer,Occasional,30.98,3.5,8528,250ml,Combination,Female,Stick,Hyaluronic Acid,TRUE,Japan,5525
Divine Bronzer,Danessa Myricks,Face Oil,Occasional,102.97,3.5,2210,250ml,Normal,Male,Compact,Salicylic Acid,TRUE,South Korea,5526
Perfect Mascara,Danessa Myricks,Face Oil,Occasional,11.84,3.5,5147,150ml,Oily,Female,Stick,Salicylic Acid,TRUE,UK,5527
Magic Lip Liner,Ilia Beauty,Cleanser,Daily,81.69,3.5,5303,250ml,Dry,Female,Stick,Aloe Vera,TRUE,Italy,5528
Magic Lipstick,KVD Beauty,Mascara,Occasional,132.37,3.5,7786,150ml,Dry,Male,Spray,Shea Butter,FALSE,Italy,5529
Super Eyeliner,Laura Mercier,Makeup Remover,Monthly,100.93,3.5,4461,100ml,Normal,Female,Tube,Vitamin C,TRUE,Australia,5530
Ultra Makeup Remover,Ilia Beauty,Makeup Remover,Daily,123.84,3.5,7241,200ml,Combination,Male,Tube,Shea Butter,FALSE,Germany,5531
Perfect Primer,Morphe,Serum,Daily,132.55,3.5,8661,100ml,Combination,Unisex,Spray,Retinol,TRUE,South Korea,5532
Perfect Setting Spray,Hourglass,Contour,Monthly,93.18,3.5,8770,250ml,Combination,Male,Tube,Aloe Vera,TRUE,USA,5533
Divine Face Mask,Drunk Elephant,Primer,Monthly,106.69,3.5,8104,200ml,Combination,Male,Bottle,Hyaluronic Acid,TRUE,Japan,5534
Perfect BB Cream,Milk Makeup,Face Mask,Weekly,21.34,3.5,8471,250ml,Oily,Unisex,Compact,Vitamin C,TRUE,South Korea,5535
Ultra Cleanser,ColourPop,Lip Gloss,Occasional,23.16,3.5,3527,50ml,Sensitive,Unisex,Jar,Hyaluronic Acid,TRUE,UK,5536
Super Blush,Sisley,BB Cream,Monthly,36.46,3.5,7879,100ml,Normal,Female,Stick,Shea Butter,TRUE,South Korea,5537
Divine Makeup Remover,Juvia’s Place,Foundation,Weekly,77.77,3.5,4513,100ml,Normal,Female,Spray,Aloe Vera,FALSE,UK,5538
Perfect Makeup Remover,Make Up For Ever,Lip Liner,Occasional,50.25,3.5,8703,250ml,Sensitive,Female,Stick,Glycerin,FALSE,France,5539
Magic Moisturizer,Bobby Brown,CC Cream,Weekly,131.42,3.5,7769,250ml,Sensitive,Female,Tube,Glycerin,TRUE,Australia,5540
Super Lip Liner,RMS Beauty,Mascara,Occasional,107.59,3.5,8323,100ml,Oily,Female,Tube,Retinol,TRUE,USA,5541
Divine Lipstick,Natasha Denona,Eyeliner,Weekly,53.01,3.5,1851,30ml,Normal,Unisex,Jar,Aloe Vera,FALSE,USA,5542
Super Lip Gloss,E.l.f.,Cleanser,Occasional,91.13,3.5,8928,50ml,Dry,Female,Jar,Salicylic Acid,TRUE,Germany,5543
Ultra Serum,Fenty Beauty,Moisturizer,Occasional,125.62,3.5,6808,200ml,Oily,Male,Spray,Vitamin C,FALSE,South Korea,5544
Super Foundation,Sisley,Lip Gloss,Monthly,94.08,3.5,2291,250ml,Sensitive,Female,Spray,Hyaluronic Acid,FALSE,Australia,5545
Divine Lip Liner,NARS,Concealer,Monthly,110.76,3.5,6463,30ml,Dry,Unisex,Compact,Hyaluronic Acid,TRUE,France,5546
